"COMUNA","SEMANA","MES","PERIODO","total"
"San Javier",48,11,2018,4
"San Javier",48,12,2016,9
"San Javier",48,12,2017,8
"San Javier",48,12,2018,4
"San Javier",49,11,2015,3
"San Javier",49,12,2014,16
"San Javier",49,12,2015,10
"San Javier",49,12,2016,8
"San Javier",49,12,2017,16
"San Javier",49,12,2018,11
"San Javier",50,12,2014,21
"San Javier",50,12,2015,21
"San Javier",50,12,2016,19
"San Javier",50,12,2017,20
"San Javier",50,12,2018,15
"San Javier",51,12,2014,12
"San Javier",51,12,2015,9
"San Javier",51,12,2016,14
"San Javier",51,12,2017,11
"San Javier",51,12,2018,14
"San Javier",52,1,2017,1
"San Javier",52,12,2014,11
"San Javier",52,12,2015,14
"San Javier",52,12,2016,17
"San Javier",52,12,2017,8
"San Javier",52,12,2018,17
"San Javier",53,1,2016,8
"San Javier",53,12,2015,5
"Santa Cruz",1,1,2014,4
"Santa Cruz",1,1,2015,4
"Santa Cruz",1,1,2016,9
"Santa Cruz",1,1,2017,5
"Santa Cruz",1,1,2018,6
"Santa Cruz",1,12,2014,7
"Santa Cruz",1,12,2018,2
"Santa Cruz",2,1,2014,15
"Santa Cruz",2,1,2015,15
"Santa Cruz",2,1,2016,9
"Santa Cruz",2,1,2017,10
"Santa Cruz",2,1,2018,4
"Santa Cruz",3,1,2014,12
"Santa Cruz",3,1,2015,7
"Santa Cruz",3,1,2016,9
"Santa Cruz",3,1,2017,7
"Santa Cruz",3,1,2018,9
"Santa Cruz",4,1,2014,8
"Santa Cruz",4,1,2015,9
"Santa Cruz",4,1,2016,8
"Santa Cruz",4,1,2017,7
"Santa Cruz",4,1,2018,7
"Santa Cruz",5,1,2014,9
"Santa Cruz",5,1,2015,9
"Santa Cruz",5,1,2018,5
"Santa Cruz",5,2,2014,7
"Santa Cruz",5,2,2015,1
"Santa Cruz",5,2,2016,10
"Santa Cruz",5,2,2017,8
"Santa Cruz",5,2,2018,9
"Santa Cruz",6,2,2014,9
"Santa Cruz",6,2,2015,9
"Santa Cruz",6,2,2016,7
"Santa Cruz",6,2,2017,13
"Santa Cruz",6,2,2018,13
"Santa Cruz",7,2,2014,9
"Santa Cruz",7,2,2015,13
"Santa Cruz",7,2,2016,12
"Santa Cruz",7,2,2017,8
"Santa Cruz",7,2,2018,14
"Santa Cruz",8,2,2014,10
"Santa Cruz",8,2,2015,7
"Santa Cruz",8,2,2016,13
"Santa Cruz",8,2,2017,14
"Santa Cruz",8,2,2018,5
"Santa Cruz",9,2,2014,13
"Santa Cruz",9,2,2015,15
"Santa Cruz",9,2,2018,4
"Santa Cruz",9,3,2014,1
"Santa Cruz",9,3,2015,3
"Santa Cruz",9,3,2016,6
"Santa Cruz",9,3,2017,6
"Santa Cruz",9,3,2018,8
"Santa Cruz",10,3,2014,15
"Santa Cruz",10,3,2015,14
"Santa Cruz",10,3,2016,7
"Santa Cruz",10,3,2017,10
"Santa Cruz",10,3,2018,12
"Santa Cruz",11,3,2014,18
"Santa Cruz",11,3,2015,9
"Santa Cruz",11,3,2016,13
"Santa Cruz",11,3,2017,8
"Santa Cruz",11,3,2018,14
"Santa Cruz",12,3,2014,7
"Santa Cruz",12,3,2015,10
"Santa Cruz",12,3,2016,5
"Santa Cruz",12,3,2017,12
"Santa Cruz",12,3,2018,6
"Santa Cruz",13,3,2014,12
"Santa Cruz",13,3,2015,11
"Santa Cruz",13,3,2016,7
"Santa Cruz",13,3,2017,6
"Santa Cruz",13,3,2018,5
"Santa Cruz",13,4,2016,8
"Santa Cruz",13,4,2017,4
"Santa Cruz",13,4,2018,3
"Santa Cruz",14,3,2014,1
"Santa Cruz",14,3,2015,3
"Santa Cruz",14,4,2014,7
"Santa Cruz",14,4,2016,11
"Santa Cruz",14,4,2017,11
"Santa Cruz",14,4,2018,10
"Santa Cruz",15,4,2014,15
"Santa Cruz",15,4,2015,10
"Santa Cruz",15,4,2016,12
"Santa Cruz",15,4,2017,10
"Santa Cruz",15,4,2018,15
"Santa Cruz",16,4,2014,10
"Santa Cruz",16,4,2015,12
"Santa Cruz",16,4,2016,9
"Santa Cruz",16,4,2017,7
"Santa Cruz",16,4,2018,16
"Santa Cruz",17,4,2014,6
"Santa Cruz",17,4,2015,11
"Santa Cruz",17,4,2016,13
"Santa Cruz",17,4,2017,16
"Santa Cruz",17,4,2018,14
"Santa Cruz",17,5,2016,2
"Santa Cruz",18,4,2014,7
"Santa Cruz",18,4,2015,4
"Santa Cruz",18,4,2018,4
"Santa Cruz",18,5,2014,7
"Santa Cruz",18,5,2015,2
"Santa Cruz",18,5,2016,9
"Santa Cruz",18,5,2017,9
"Santa Cruz",18,5,2018,4
"Santa Cruz",19,5,2014,4
"Santa Cruz",19,5,2015,11
"Santa Cruz",19,5,2016,8
"Santa Cruz",19,5,2017,7
"Santa Cruz",19,5,2018,17
"Santa Cruz",20,5,2014,16
"Santa Cruz",20,5,2015,15
"Santa Cruz",20,5,2016,9
"Santa Cruz",20,5,2017,5
"Santa Cruz",20,5,2018,12
"Santa Cruz",21,5,2014,15
"Santa Cruz",21,5,2015,12
"Santa Cruz",21,5,2016,11
"Santa Cruz",21,5,2017,6
"Santa Cruz",21,5,2018,9
"Santa Cruz",22,5,2014,10
"Santa Cruz",22,5,2015,11
"Santa Cruz",22,5,2016,1
"Santa Cruz",22,5,2017,6
"Santa Cruz",22,5,2018,2
"Santa Cruz",22,6,2016,4
"Santa Cruz",22,6,2017,6
"Santa Cruz",22,6,2018,6
"Santa Cruz",23,6,2014,14
"Santa Cruz",23,6,2015,13
"Santa Cruz",23,6,2016,11
"Santa Cruz",23,6,2017,11
"Santa Cruz",23,6,2018,12
"Santa Cruz",24,6,2014,15
"Santa Cruz",24,6,2015,8
"Santa Cruz",24,6,2016,19
"Santa Cruz",24,6,2017,9
"Santa Cruz",24,6,2018,10
"Santa Cruz",25,6,2014,9
"Santa Cruz",25,6,2015,11
"Santa Cruz",25,6,2016,9
"Santa Cruz",25,6,2017,6
"Santa Cruz",25,6,2018,10
"Santa Cruz",26,6,2014,19
"Santa Cruz",26,6,2015,6
"Santa Cruz",26,6,2016,2
"Santa Cruz",26,6,2017,6
"Santa Cruz",26,6,2018,14
"Santa Cruz",26,7,2016,3
"Santa Cruz",26,7,2017,2
"Santa Cruz",27,6,2014,2
"Santa Cruz",27,6,2015,1
"Santa Cruz",27,7,2014,11
"Santa Cruz",27,7,2015,10
"Santa Cruz",27,7,2016,8
"Santa Cruz",27,7,2017,15
"Santa Cruz",27,7,2018,8
"Santa Cruz",28,7,2014,11
"Santa Cruz",28,7,2015,13
"Santa Cruz",28,7,2016,9
"Santa Cruz",28,7,2017,6
"Santa Cruz",28,7,2018,13
"Santa Cruz",29,7,2014,11
"Santa Cruz",29,7,2015,10
"Santa Cruz",29,7,2016,7
"Santa Cruz",29,7,2017,11
"Santa Cruz",29,7,2018,13
"Santa Cruz",30,7,2014,12
"Santa Cruz",30,7,2015,11
"Santa Cruz",30,7,2016,16
"Santa Cruz",30,7,2017,10
"Santa Cruz",30,7,2018,12
"Santa Cruz",31,7,2014,10
"Santa Cruz",31,7,2015,6
"Santa Cruz",31,7,2017,2
"Santa Cruz",31,7,2018,4
"Santa Cruz",31,8,2014,9
"Santa Cruz",31,8,2015,4
"Santa Cruz",31,8,2016,10
"Santa Cruz",31,8,2017,7
"Santa Cruz",31,8,2018,5
"Santa Cruz",32,8,2014,13
"Santa Cruz",32,8,2015,15
"Santa Cruz",32,8,2016,13
"Santa Cruz",32,8,2017,11
"Santa Cruz",32,8,2018,17
"Santa Cruz",33,8,2014,16
"Santa Cruz",33,8,2015,17
"Santa Cruz",33,8,2016,7
"Santa Cruz",33,8,2017,10
"Santa Cruz",33,8,2018,6
"Santa Cruz",34,8,2014,12
"Santa Cruz",34,8,2015,8
"Santa Cruz",34,8,2016,11
"Santa Cruz",34,8,2017,9
"Santa Cruz",34,8,2018,7
"Santa Cruz",35,8,2014,8
"Santa Cruz",35,8,2015,13
"Santa Cruz",35,8,2016,2
"Santa Cruz",35,8,2017,6
"Santa Cruz",35,8,2018,5
"Santa Cruz",35,9,2016,8
"Santa Cruz",35,9,2017,5
"Santa Cruz",35,9,2018,3
"Santa Cruz",36,8,2015,1
"Santa Cruz",36,9,2014,4
"Santa Cruz",36,9,2015,8
"Santa Cruz",36,9,2016,7
"Santa Cruz",36,9,2017,8
"Santa Cruz",36,9,2018,14
"Santa Cruz",37,9,2014,13
"Santa Cruz",37,9,2015,10
"Santa Cruz",37,9,2016,14
"Santa Cruz",37,9,2017,13
"Santa Cruz",37,9,2018,6
"Santa Cruz",38,9,2014,12
"Santa Cruz",38,9,2015,7
"Santa Cruz",38,9,2016,13
"Santa Cruz",38,9,2017,11
"Santa Cruz",38,9,2018,9
"Santa Cruz",39,9,2014,8
"Santa Cruz",39,9,2015,14
"Santa Cruz",39,9,2016,10
"Santa Cruz",39,9,2017,7
"Santa Cruz",39,9,2018,18
"Santa Cruz",39,10,2016,1
"Santa Cruz",40,9,2014,2
"Santa Cruz",40,9,2015,4
"Santa Cruz",40,10,2014,10
"Santa Cruz",40,10,2015,8
"Santa Cruz",40,10,2016,9
"Santa Cruz",40,10,2017,12
"Santa Cruz",40,10,2018,11
"Santa Cruz",41,10,2014,4
"Santa Cruz",41,10,2015,9
"Santa Cruz",41,10,2016,12
"Santa Cruz",41,10,2017,4
"Santa Cruz",41,10,2018,10
"Santa Cruz",42,10,2014,14
"Santa Cruz",42,10,2015,11
"Santa Cruz",42,10,2016,11
"Santa Cruz",42,10,2017,13
"Santa Cruz",42,10,2018,15
"Santa Cruz",43,10,2014,11
"Santa Cruz",43,10,2015,7
"Santa Cruz",43,10,2016,13
"Santa Cruz",43,10,2017,9
"Santa Cruz",43,10,2018,9
"Santa Cruz",44,10,2014,13
"Santa Cruz",44,10,2015,7
"Santa Cruz",44,10,2017,7
"Santa Cruz",44,10,2018,7
"Santa Cruz",44,11,2014,7
"Santa Cruz",44,11,2016,12
"Santa Cruz",44,11,2017,10
"Santa Cruz",44,11,2018,8
"Santa Cruz",45,11,2014,11
"Santa Cruz",45,11,2015,11
"Santa Cruz",45,11,2016,11
"Santa Cruz",45,11,2017,18
"Santa Cruz",45,11,2018,12
"Santa Cruz",46,11,2014,8
"Santa Cruz",46,11,2015,9
"Santa Cruz",46,11,2016,15
"Santa Cruz",46,11,2017,10
"Santa Cruz",46,11,2018,14
"Santa Cruz",47,11,2014,20
"Santa Cruz",47,11,2015,12
"Santa Cruz",47,11,2016,10
"Santa Cruz",47,11,2017,7
"Santa Cruz",47,11,2018,12
"Santa Cruz",48,11,2014,17
"Santa Cruz",48,11,2015,10
"Santa Cruz",48,11,2017,8
"Santa Cruz",48,11,2018,8
"Santa Cruz",48,12,2016,9
"Santa Cruz",48,12,2017,3
"Santa Cruz",48,12,2018,5
"Santa Cruz",49,11,2015,3
"Santa Cruz",49,12,2014,18
"Santa Cruz",49,12,2015,9
"Santa Cruz",49,12,2016,11
"Santa Cruz",49,12,2017,9
"Santa Cruz",49,12,2018,9
"Santa Cruz",50,12,2014,11
"Santa Cruz",50,12,2015,18
"Santa Cruz",50,12,2016,20
"Santa Cruz",50,12,2017,10
"Santa Cruz",50,12,2018,9
"Santa Cruz",51,12,2014,12
"Santa Cruz",51,12,2015,10
"Santa Cruz",51,12,2016,14
"Santa Cruz",51,12,2017,13
"Santa Cruz",51,12,2018,12
"Santa Cruz",52,1,2017,2
"Santa Cruz",52,12,2014,11
"Santa Cruz",52,12,2015,12
"Santa Cruz",52,12,2016,13
"Santa Cruz",52,12,2017,5
"Santa Cruz",52,12,2018,7
"Santa Cruz",53,1,2016,4
"Santa Cruz",53,12,2015,5
"Villa Hermosa",1,1,2014,8
"Villa Hermosa",1,1,2015,9
"Villa Hermosa",1,1,2016,18
"Villa Hermosa",1,1,2017,17
"Villa Hermosa",1,1,2018,17
"Villa Hermosa",1,12,2014,7
"Villa Hermosa",1,12,2018,3
"Villa Hermosa",2,1,2014,18
"Villa Hermosa",2,1,2015,15
"Villa Hermosa",2,1,2016,12
"Villa Hermosa",2,1,2017,16
"Villa Hermosa",2,1,2018,11
"Villa Hermosa",3,1,2014,20
"Villa Hermosa",3,1,2015,18
"Villa Hermosa",3,1,2016,24
"Villa Hermosa",3,1,2017,19
"Villa Hermosa",3,1,2018,19
"Villa Hermosa",4,1,2014,24
"Villa Hermosa",4,1,2015,18
"Villa Hermosa",4,1,2016,22
"Villa Hermosa",4,1,2017,21
"Villa Hermosa",4,1,2018,12
"Villa Hermosa",5,1,2014,12
"Villa Hermosa",5,1,2015,13
"Villa Hermosa",5,1,2017,5
"Villa Hermosa",5,1,2018,7
"Villa Hermosa",5,2,2014,8
"Villa Hermosa",5,2,2015,1
"Villa Hermosa",5,2,2016,22
"Villa Hermosa",5,2,2017,17
"Villa Hermosa",5,2,2018,9
"Villa Hermosa",6,2,2014,20
"Villa Hermosa",6,2,2015,19
"Villa Hermosa",6,2,2016,16
"Villa Hermosa",6,2,2017,26
"Villa Hermosa",6,2,2018,23
"Villa Hermosa",7,2,2014,26
"Villa Hermosa",7,2,2015,22
"Villa Hermosa",7,2,2016,32
"Villa Hermosa",7,2,2017,11
"Villa Hermosa",7,2,2018,23
"Villa Hermosa",8,2,2014,29
"Villa Hermosa",8,2,2015,34
"Villa Hermosa",8,2,2016,18
"Villa Hermosa",8,2,2017,25
"Villa Hermosa",8,2,2018,25
"Villa Hermosa",9,2,2014,16
"Villa Hermosa",9,2,2015,17
"Villa Hermosa",9,2,2016,1
"Villa Hermosa",9,2,2017,5
"Villa Hermosa",9,2,2018,11
"Villa Hermosa",9,3,2014,9
"Villa Hermosa",9,3,2015,6
"Villa Hermosa",9,3,2016,29
"Villa Hermosa",9,3,2017,14
"Villa Hermosa",9,3,2018,11
"Villa Hermosa",10,3,2014,23
"Villa Hermosa",10,3,2015,37
"Villa Hermosa",10,3,2016,20
"Villa Hermosa",10,3,2017,16
"Villa Hermosa",10,3,2018,13
"Villa Hermosa",11,3,2014,22
"Villa Hermosa",11,3,2015,19
"Villa Hermosa",11,3,2016,25
"Villa Hermosa",11,3,2017,15
"Villa Hermosa",11,3,2018,23
"Villa Hermosa",12,3,2014,29
"Villa Hermosa",12,3,2015,15
"Villa Hermosa",12,3,2016,16
"Villa Hermosa",12,3,2017,21
"Villa Hermosa",12,3,2018,25
"Villa Hermosa",13,3,2014,20
"Villa Hermosa",13,3,2015,19
"Villa Hermosa",13,3,2016,17
"Villa Hermosa",13,3,2017,12
"Villa Hermosa",13,3,2018,15
"Villa Hermosa",13,4,2016,4
"Villa Hermosa",13,4,2017,6
"Villa Hermosa",13,4,2018,2
"Villa Hermosa",14,3,2014,4
"Villa Hermosa",14,3,2015,5
"Villa Hermosa",14,4,2014,20
"Villa Hermosa",14,4,2015,9
"Villa Hermosa",14,4,2016,19
"Villa Hermosa",14,4,2017,26
"Villa Hermosa",14,4,2018,21
"Villa Hermosa",15,4,2014,24
"Villa Hermosa",15,4,2015,26
"Villa Hermosa",15,4,2016,25
"Villa Hermosa",15,4,2017,13
"Villa Hermosa",15,4,2018,16
"Villa Hermosa",16,4,2014,21
"Villa Hermosa",16,4,2015,30
"Villa Hermosa",16,4,2016,32
"Villa Hermosa",16,4,2017,12
"Villa Hermosa",16,4,2018,13
"Villa Hermosa",17,4,2014,22
"Villa Hermosa",17,4,2015,23
"Villa Hermosa",17,4,2016,17
"Villa Hermosa",17,4,2017,27
"Villa Hermosa",17,4,2018,24
"Villa Hermosa",17,5,2016,1
"Villa Hermosa",18,4,2014,10
"Villa Hermosa",18,4,2015,19
"Villa Hermosa",18,4,2018,3
"Villa Hermosa",18,5,2014,12
"Villa Hermosa",18,5,2015,10
"Villa Hermosa",18,5,2016,25
"Villa Hermosa",18,5,2017,22
"Villa Hermosa",18,5,2018,20
"Villa Hermosa",19,5,2014,29
"Villa Hermosa",19,5,2015,28
"Villa Hermosa",19,5,2016,13
"Villa Hermosa",19,5,2017,25
"Villa Hermosa",19,5,2018,27
"Villa Hermosa",20,5,2014,19
"Villa Hermosa",20,5,2015,24
"Villa Hermosa",20,5,2016,18
"Villa Hermosa",20,5,2017,19
"Villa Hermosa",20,5,2018,19
"Villa Hermosa",21,5,2014,20
"Villa Hermosa",21,5,2015,10
"Villa Hermosa",21,5,2016,23
"Villa Hermosa",21,5,2017,34
"Villa Hermosa",21,5,2018,22
"Villa Hermosa",22,5,2014,20
"Villa Hermosa",22,5,2015,16
"Villa Hermosa",22,5,2016,1
"Villa Hermosa",22,5,2017,5
"Villa Hermosa",22,5,2018,18
"Villa Hermosa",22,6,2014,2
"Villa Hermosa",22,6,2016,12
"Villa Hermosa",22,6,2017,12
"Villa Hermosa",22,6,2018,12
"Villa Hermosa",23,6,2014,27
"Villa Hermosa",23,6,2015,27
"Villa Hermosa",23,6,2016,23
"Villa Hermosa",23,6,2017,17
"Villa Hermosa",23,6,2018,15
"Villa Hermosa",24,6,2014,21
"Villa Hermosa",24,6,2015,21
"Villa Hermosa",24,6,2016,19
"Villa Hermosa",24,6,2017,21
"Villa Hermosa",24,6,2018,16
"Villa Hermosa",25,6,2014,17
"Villa Hermosa",25,6,2015,11
"Villa Hermosa",25,6,2016,21
"Villa Hermosa",25,6,2017,19
"Villa Hermosa",25,6,2018,21
"Villa Hermosa",26,6,2014,22
"Villa Hermosa",26,6,2015,20
"Villa Hermosa",26,6,2016,4
"Villa Hermosa",26,6,2017,9
"Villa Hermosa",26,6,2018,16
"Villa Hermosa",26,7,2016,9
"Villa Hermosa",26,7,2017,7
"Villa Hermosa",26,7,2018,2
"Villa Hermosa",27,6,2014,2
"Villa Hermosa",27,6,2015,6
"Villa Hermosa",27,7,2014,19
"Villa Hermosa",27,7,2015,17
"Villa Hermosa",27,7,2016,25
"Villa Hermosa",27,7,2017,14
"Villa Hermosa",27,7,2018,29
"Villa Hermosa",28,7,2014,14
"Villa Hermosa",28,7,2015,21
"Villa Hermosa",28,7,2016,25
"Villa Hermosa",28,7,2017,14
"Villa Hermosa",28,7,2018,19
"Villa Hermosa",29,7,2014,25
"Villa Hermosa",29,7,2015,18
"Villa Hermosa",29,7,2016,27
"Villa Hermosa",29,7,2017,11
"Villa Hermosa",29,7,2018,29
"Villa Hermosa",30,7,2014,23
"Villa Hermosa",30,7,2015,20
"Villa Hermosa",30,7,2016,23
"Villa Hermosa",30,7,2017,28
"Villa Hermosa",30,7,2018,24
"Villa Hermosa",31,7,2014,15
"Villa Hermosa",31,7,2015,18
"Villa Hermosa",31,7,2017,1
"Villa Hermosa",31,7,2018,7
"Villa Hermosa",31,8,2014,11
"Villa Hermosa",31,8,2015,9
"Villa Hermosa",31,8,2016,25
"Villa Hermosa",31,8,2017,20
"Villa Hermosa",31,8,2018,20
"Villa Hermosa",32,8,2014,25
"Villa Hermosa",32,8,2015,22
"Villa Hermosa",32,8,2016,19
"Villa Hermosa",32,8,2017,26
"Villa Hermosa",32,8,2018,19
"Villa Hermosa",33,8,2014,24
"Villa Hermosa",33,8,2015,20
"Villa Hermosa",33,8,2016,29
"Villa Hermosa",33,8,2017,26
"Villa Hermosa",33,8,2018,18
"Villa Hermosa",34,8,2014,13
"Villa Hermosa",34,8,2015,21
"Villa Hermosa",34,8,2016,23
"Villa Hermosa",34,8,2017,21
"Villa Hermosa",34,8,2018,30
"Villa Hermosa",35,8,2014,32
"Villa Hermosa",35,8,2015,22
"Villa Hermosa",35,8,2016,7
"Villa Hermosa",35,8,2017,15
"Villa Hermosa",35,8,2018,19
"Villa Hermosa",35,9,2016,12
"Villa Hermosa",35,9,2017,10
"Villa Hermosa",35,9,2018,6
"Villa Hermosa",36,8,2015,1
"Villa Hermosa",36,9,2014,29
"Villa Hermosa",36,9,2015,19
"Villa Hermosa",36,9,2016,22
"Villa Hermosa",36,9,2017,16
"Villa Hermosa",36,9,2018,19
"Villa Hermosa",37,9,2014,15
"Villa Hermosa",37,9,2015,26
"Villa Hermosa",37,9,2016,21
"Villa Hermosa",37,9,2017,20
"Villa Hermosa",37,9,2018,20
"Villa Hermosa",38,9,2014,25
"Villa Hermosa",38,9,2015,27
"Villa Hermosa",38,9,2016,22
"Villa Hermosa",38,9,2017,16
"Villa Hermosa",38,9,2018,15
"Villa Hermosa",39,9,2014,27
"Villa Hermosa",39,9,2015,27
"Villa Hermosa",39,9,2016,14
"Villa Hermosa",39,9,2017,17
"Villa Hermosa",39,9,2018,13
"Villa Hermosa",39,10,2016,6
"Villa Hermosa",39,10,2017,3
"Villa Hermosa",40,9,2014,8
"Villa Hermosa",40,9,2015,9
"Villa Hermosa",40,10,2014,20
"Villa Hermosa",40,10,2015,16
"Villa Hermosa",40,10,2016,26
"Villa Hermosa",40,10,2017,23
"Villa Hermosa",40,10,2018,17
"Villa Hermosa",41,10,2014,11
"Villa Hermosa",41,10,2015,25
"Villa Hermosa",41,10,2016,15
"Villa Hermosa",41,10,2017,17
"Villa Hermosa",41,10,2018,12
"Villa Hermosa",42,10,2014,22
"Villa Hermosa",42,10,2015,27
"Villa Hermosa",42,10,2016,18
"Villa Hermosa",42,10,2017,14
"Villa Hermosa",42,10,2018,18
"Villa Hermosa",43,10,2014,29
"Villa Hermosa",43,10,2015,19
"Villa Hermosa",43,10,2016,19
"Villa Hermosa",43,10,2017,17
"Villa Hermosa",43,10,2018,23
"Villa Hermosa",44,10,2014,17
"Villa Hermosa",44,10,2015,21
"Villa Hermosa",44,10,2016,4
"Villa Hermosa",44,10,2017,5
"Villa Hermosa",44,10,2018,7
"Villa Hermosa",44,11,2014,5
"Villa Hermosa",44,11,2015,3
"Villa Hermosa",44,11,2016,14
"Villa Hermosa",44,11,2017,17
"Villa Hermosa",44,11,2018,12
"Villa Hermosa",45,11,2014,23
"Villa Hermosa",45,11,2015,28
"Villa Hermosa",45,11,2016,13
"Villa Hermosa",45,11,2017,17
"Villa Hermosa",45,11,2018,17
"Villa Hermosa",46,11,2014,28
"Villa Hermosa",46,11,2015,24
"Villa Hermosa",46,11,2016,30
"Villa Hermosa",46,11,2017,20
"Villa Hermosa",46,11,2018,19
"Villa Hermosa",47,11,2014,22
"Villa Hermosa",47,11,2015,14
"Villa Hermosa",47,11,2016,13
"Villa Hermosa",47,11,2017,17
"Villa Hermosa",47,11,2018,18
"Villa Hermosa",48,11,2014,23
"Villa Hermosa",48,11,2015,18
"Villa Hermosa",48,11,2016,17
"Villa Hermosa",48,11,2017,10
"Villa Hermosa",48,11,2018,14
"Villa Hermosa",48,12,2016,5
"Villa Hermosa",48,12,2017,9
"Villa Hermosa",48,12,2018,4
"Villa Hermosa",49,11,2015,3
"Villa Hermosa",49,12,2014,12
"Villa Hermosa",49,12,2015,18
"Villa Hermosa",49,12,2016,28
"Villa Hermosa",49,12,2017,19
"Villa Hermosa",49,12,2018,26
"Villa Hermosa",50,12,2014,16
"Villa Hermosa",50,12,2015,16
"Villa Hermosa",50,12,2016,19
"Villa Hermosa",50,12,2017,21
"Villa Hermosa",50,12,2018,12
"Villa Hermosa",51,12,2014,29
"Villa Hermosa",51,12,2015,28
"Villa Hermosa",51,12,2016,38
"Villa Hermosa",51,12,2017,25
"Villa Hermosa",51,12,2018,17
"Villa Hermosa",52,1,2017,8
"Villa Hermosa",52,12,2014,21
"Villa Hermosa",52,12,2015,30
"Villa Hermosa",52,12,2016,16
"Villa Hermosa",52,12,2017,24
"Villa Hermosa",52,12,2018,8
"Villa Hermosa",53,1,2016,7
"Villa Hermosa",53,12,2015,9
