"COMUNA","SEMANA","MES","PERIODO","total"
"Aranjuez",1,1,2014,25
"Aranjuez",1,1,2015,28
"Aranjuez",1,1,2016,36
"Aranjuez",1,1,2017,33
"Aranjuez",1,1,2018,35
"Aranjuez",1,12,2014,15
"Aranjuez",1,12,2018,7
"Aranjuez",2,1,2014,38
"Aranjuez",2,1,2015,38
"Aranjuez",2,1,2016,42
"Aranjuez",2,1,2017,49
"Aranjuez",2,1,2018,46
"Aranjuez",3,1,2014,47
"Aranjuez",3,1,2015,37
"Aranjuez",3,1,2016,54
"Aranjuez",3,1,2017,50
"Aranjuez",3,1,2018,41
"Aranjuez",4,1,2014,38
"Aranjuez",4,1,2015,41
"Aranjuez",4,1,2016,51
"Aranjuez",4,1,2017,50
"Aranjuez",4,1,2018,46
"Aranjuez",5,1,2014,41
"Aranjuez",5,1,2015,51
"Aranjuez",5,1,2017,10
"Aranjuez",5,1,2018,20
"Aranjuez",5,2,2014,14
"Aranjuez",5,2,2015,9
"Aranjuez",5,2,2016,51
"Aranjuez",5,2,2017,44
"Aranjuez",5,2,2018,27
"Aranjuez",6,2,2014,54
"Aranjuez",6,2,2015,41
"Aranjuez",6,2,2016,74
"Aranjuez",6,2,2017,45
"Aranjuez",6,2,2018,48
"Aranjuez",7,2,2014,50
"Aranjuez",7,2,2015,51
"Aranjuez",7,2,2016,45
"Aranjuez",7,2,2017,45
"Aranjuez",7,2,2018,54
"Aranjuez",8,2,2014,53
"Aranjuez",8,2,2015,56
"Aranjuez",8,2,2016,50
"Aranjuez",8,2,2017,61
"Aranjuez",8,2,2018,43
"Aranjuez",9,2,2014,33
"Aranjuez",9,2,2015,45
"Aranjuez",9,2,2016,6
"Aranjuez",9,2,2017,17
"Aranjuez",9,2,2018,17
"Aranjuez",9,3,2014,20
"Aranjuez",9,3,2015,8
"Aranjuez",9,3,2016,37
"Aranjuez",9,3,2017,32
"Aranjuez",9,3,2018,27
"Aranjuez",10,3,2014,55
"Aranjuez",10,3,2015,57
"Aranjuez",10,3,2016,53
"Aranjuez",10,3,2017,42
"Aranjuez",10,3,2018,40
"Aranjuez",11,3,2014,54
"Aranjuez",11,3,2015,46
"Aranjuez",11,3,2016,51
"Aranjuez",11,3,2017,47
"Aranjuez",11,3,2018,44
"Aranjuez",12,3,2014,50
"Aranjuez",12,3,2015,61
"Aranjuez",12,3,2016,38
"Aranjuez",12,3,2017,36
"Aranjuez",12,3,2018,44
"Aranjuez",13,3,2014,58
"Aranjuez",13,3,2015,47
"Aranjuez",13,3,2016,32
"Aranjuez",13,3,2017,45
"Aranjuez",13,3,2018,35
"Aranjuez",13,4,2016,12
"Aranjuez",13,4,2017,7
"Aranjuez",13,4,2018,3
"Aranjuez",14,3,2014,8
"Aranjuez",14,3,2015,14
"Aranjuez",14,4,2014,54
"Aranjuez",14,4,2015,22
"Aranjuez",14,4,2016,55
"Aranjuez",14,4,2017,50
"Aranjuez",14,4,2018,48
"Aranjuez",15,4,2014,55
"Aranjuez",15,4,2015,45
"Aranjuez",15,4,2016,44
"Aranjuez",15,4,2017,35
"Aranjuez",15,4,2018,50
"Aranjuez",16,4,2014,41
"Aranjuez",16,4,2015,40
"Aranjuez",16,4,2016,38
"Aranjuez",16,4,2017,40
"Aranjuez",16,4,2018,36
"Aranjuez",17,4,2014,56
"Aranjuez",17,4,2015,58
"Aranjuez",17,4,2016,38
"Aranjuez",17,4,2017,38
"Aranjuez",17,4,2018,44
"Aranjuez",17,5,2016,3
"Aranjuez",18,4,2014,17
"Aranjuez",18,4,2015,35
"Aranjuez",18,4,2018,6
"Aranjuez",18,5,2014,35
"Aranjuez",18,5,2015,20
"Aranjuez",18,5,2016,45
"Aranjuez",18,5,2017,60
"Aranjuez",18,5,2018,31
"Aranjuez",19,5,2014,45
"Aranjuez",19,5,2015,44
"Aranjuez",19,5,2016,42
"Aranjuez",19,5,2017,60
"Aranjuez",19,5,2018,44
"Aranjuez",20,5,2014,50
"Aranjuez",20,5,2015,44
"Aranjuez",20,5,2016,62
"Aranjuez",20,5,2017,66
"Aranjuez",20,5,2018,48
"Aranjuez",21,5,2014,60
"Aranjuez",21,5,2015,72
"Aranjuez",21,5,2016,59
"Aranjuez",21,5,2017,48
"Aranjuez",21,5,2018,50
"Aranjuez",22,5,2014,41
"Aranjuez",22,5,2015,53
"Aranjuez",22,5,2016,12
"Aranjuez",22,5,2017,23
"Aranjuez",22,5,2018,26
"Aranjuez",22,6,2014,6
"Aranjuez",22,6,2016,29
"Aranjuez",22,6,2017,38
"Aranjuez",22,6,2018,15
"Aranjuez",23,6,2014,43
"Aranjuez",23,6,2015,49
"Aranjuez",23,6,2016,39
"Aranjuez",23,6,2017,47
"Aranjuez",23,6,2018,38
"Aranjuez",24,6,2014,51
"Aranjuez",24,6,2015,38
"Aranjuez",24,6,2016,59
"Aranjuez",24,6,2017,57
"Aranjuez",24,6,2018,53
"Aranjuez",25,6,2014,51
"Aranjuez",25,6,2015,28
"Aranjuez",25,6,2016,37
"Aranjuez",25,6,2017,35
"Aranjuez",25,6,2018,37
"Aranjuez",26,6,2014,42
"Aranjuez",26,6,2015,43
"Aranjuez",26,6,2016,21
"Aranjuez",26,6,2017,36
"Aranjuez",26,6,2018,41
"Aranjuez",26,7,2016,19
"Aranjuez",26,7,2017,15
"Aranjuez",26,7,2018,7
"Aranjuez",27,6,2014,3
"Aranjuez",27,6,2015,14
"Aranjuez",27,7,2014,54
"Aranjuez",27,7,2015,38
"Aranjuez",27,7,2016,48
"Aranjuez",27,7,2017,49
"Aranjuez",27,7,2018,34
"Aranjuez",28,7,2014,46
"Aranjuez",28,7,2015,58
"Aranjuez",28,7,2016,61
"Aranjuez",28,7,2017,52
"Aranjuez",28,7,2018,45
"Aranjuez",29,7,2014,50
"Aranjuez",29,7,2015,64
"Aranjuez",29,7,2016,47
"Aranjuez",29,7,2017,35
"Aranjuez",29,7,2018,59
"Aranjuez",30,7,2014,45
"Aranjuez",30,7,2015,53
"Aranjuez",30,7,2016,47
"Aranjuez",30,7,2017,41
"Aranjuez",30,7,2018,38
"Aranjuez",31,7,2014,28
"Aranjuez",31,7,2015,32
"Aranjuez",31,7,2017,9
"Aranjuez",31,7,2018,21
"Aranjuez",31,8,2014,16
"Aranjuez",31,8,2015,13
"Aranjuez",31,8,2016,49
"Aranjuez",31,8,2017,50
"Aranjuez",31,8,2018,30
"Aranjuez",32,8,2014,68
"Aranjuez",32,8,2015,53
"Aranjuez",32,8,2016,45
"Aranjuez",32,8,2017,46
"Aranjuez",32,8,2018,57
"Aranjuez",33,8,2014,53
"Aranjuez",33,8,2015,47
"Aranjuez",33,8,2016,49
"Aranjuez",33,8,2017,49
"Aranjuez",33,8,2018,68
"Aranjuez",34,8,2014,37
"Aranjuez",34,8,2015,49
"Aranjuez",34,8,2016,41
"Aranjuez",34,8,2017,51
"Aranjuez",34,8,2018,54
"Aranjuez",35,8,2014,41
"Aranjuez",35,8,2015,60
"Aranjuez",35,8,2016,22
"Aranjuez",35,8,2017,27
"Aranjuez",35,8,2018,32
"Aranjuez",35,9,2016,34
"Aranjuez",35,9,2017,14
"Aranjuez",35,9,2018,13
"Aranjuez",36,8,2015,5
"Aranjuez",36,9,2014,51
"Aranjuez",36,9,2015,59
"Aranjuez",36,9,2016,39
"Aranjuez",36,9,2017,57
"Aranjuez",36,9,2018,47
"Aranjuez",37,9,2014,49
"Aranjuez",37,9,2015,72
"Aranjuez",37,9,2016,52
"Aranjuez",37,9,2017,57
"Aranjuez",37,9,2018,54
"Aranjuez",38,9,2014,50
"Aranjuez",38,9,2015,50
"Aranjuez",38,9,2016,58
"Aranjuez",38,9,2017,43
"Aranjuez",38,9,2018,33
"Aranjuez",39,9,2014,46
"Aranjuez",39,9,2015,44
"Aranjuez",39,9,2016,30
"Aranjuez",39,9,2017,41
"Aranjuez",39,9,2018,47
"Aranjuez",39,10,2016,13
"Aranjuez",39,10,2017,6
"Aranjuez",40,9,2014,14
"Aranjuez",40,9,2015,20
"Aranjuez",40,10,2014,37
"Aranjuez",40,10,2015,22
"Aranjuez",40,10,2016,49
"Aranjuez",40,10,2017,41
"Aranjuez",40,10,2018,37
"Aranjuez",41,10,2014,48
"Aranjuez",41,10,2015,45
"Aranjuez",41,10,2016,48
"Aranjuez",41,10,2017,41
"Aranjuez",41,10,2018,44
"Aranjuez",42,10,2014,38
"Aranjuez",42,10,2015,51
"Aranjuez",42,10,2016,44
"Aranjuez",42,10,2017,46
"Aranjuez",42,10,2018,30
"Aranjuez",43,10,2014,44
"Aranjuez",43,10,2015,50
"Aranjuez",43,10,2016,51
"Aranjuez",43,10,2017,35
"Aranjuez",43,10,2018,37
"Aranjuez",44,10,2014,44
"Aranjuez",44,10,2015,44
"Aranjuez",44,10,2016,7
"Aranjuez",44,10,2017,15
"Aranjuez",44,10,2018,27
"Aranjuez",44,11,2014,15
"Aranjuez",44,11,2015,8
"Aranjuez",44,11,2016,53
"Aranjuez",44,11,2017,30
"Aranjuez",44,11,2018,28
"Aranjuez",45,11,2014,40
"Aranjuez",45,11,2015,45
"Aranjuez",45,11,2016,46
"Aranjuez",45,11,2017,41
"Aranjuez",45,11,2018,41
"Aranjuez",46,11,2014,34
"Aranjuez",46,11,2015,48
"Aranjuez",46,11,2016,47
"Aranjuez",46,11,2017,37
"Aranjuez",46,11,2018,32
"Aranjuez",47,11,2014,38
"Aranjuez",47,11,2015,52
"Aranjuez",47,11,2016,53
"Aranjuez",47,11,2017,34
"Aranjuez",47,11,2018,52
"Aranjuez",48,11,2014,44
"Aranjuez",48,11,2015,51
"Aranjuez",48,11,2016,22
"Aranjuez",48,11,2017,21
"Aranjuez",48,11,2018,22
"Aranjuez",48,12,2016,31
"Aranjuez",48,12,2017,19
"Aranjuez",48,12,2018,13
"Aranjuez",49,11,2015,4
"Aranjuez",49,12,2014,59
"Aranjuez",49,12,2015,41
"Aranjuez",49,12,2016,63
"Aranjuez",49,12,2017,42
"Aranjuez",49,12,2018,53
"Aranjuez",50,12,2014,44
"Aranjuez",50,12,2015,52
"Aranjuez",50,12,2016,52
"Aranjuez",50,12,2017,46
"Aranjuez",50,12,2018,52
"Aranjuez",51,12,2014,48
"Aranjuez",51,12,2015,55
"Aranjuez",51,12,2016,45
"Aranjuez",51,12,2017,53
"Aranjuez",51,12,2018,43
"Aranjuez",52,1,2017,4
"Aranjuez",52,12,2014,47
"Aranjuez",52,12,2015,45
"Aranjuez",52,12,2016,43
"Aranjuez",52,12,2017,42
"Aranjuez",52,12,2018,47
"Aranjuez",53,1,2016,15
"Aranjuez",53,12,2015,15
"Belén",1,1,2014,20
"Belén",1,1,2015,19
"Belén",1,1,2016,41
"Belén",1,1,2017,40
"Belén",1,1,2018,54
"Belén",1,12,2014,16
"Belén",1,12,2018,4
"Belén",2,1,2014,52
"Belén",2,1,2015,36
"Belén",2,1,2016,62
"Belén",2,1,2017,49
"Belén",2,1,2018,35
"Belén",3,1,2014,45
"Belén",3,1,2015,35
"Belén",3,1,2016,54
"Belén",3,1,2017,46
"Belén",3,1,2018,46
"Belén",4,1,2014,53
"Belén",4,1,2015,44
"Belén",4,1,2016,55
"Belén",4,1,2017,51
"Belén",4,1,2018,61
"Belén",5,1,2014,38
"Belén",5,1,2015,31
"Belén",5,1,2017,24
"Belén",5,1,2018,20
"Belén",5,2,2014,14
"Belén",5,2,2015,8
"Belén",5,2,2016,55
"Belén",5,2,2017,42
"Belén",5,2,2018,24
"Belén",6,2,2014,44
"Belén",6,2,2015,60
"Belén",6,2,2016,61
"Belén",6,2,2017,53
"Belén",6,2,2018,43
"Belén",7,2,2014,41
"Belén",7,2,2015,60
"Belén",7,2,2016,70
"Belén",7,2,2017,45
"Belén",7,2,2018,50
"Belén",8,2,2014,52
"Belén",8,2,2015,59
"Belén",8,2,2016,59
"Belén",8,2,2017,85
"Belén",8,2,2018,53
"Belén",9,2,2014,43
"Belén",9,2,2015,42
"Belén",9,2,2016,5
"Belén",9,2,2017,21
"Belén",9,2,2018,29
"Belén",9,3,2014,13
"Belén",9,3,2015,4
"Belén",9,3,2016,51
"Belén",9,3,2017,35
"Belén",9,3,2018,25
"Belén",10,3,2014,69
"Belén",10,3,2015,48
"Belén",10,3,2016,66
"Belén",10,3,2017,66
"Belén",10,3,2018,52
"Belén",11,3,2014,56
"Belén",11,3,2015,47
"Belén",11,3,2016,62
"Belén",11,3,2017,69
"Belén",11,3,2018,49
"Belén",12,3,2014,52
"Belén",12,3,2015,54
"Belén",12,3,2016,40
"Belén",12,3,2017,52
"Belén",12,3,2018,40
"Belén",13,3,2014,65
"Belén",13,3,2015,38
"Belén",13,3,2016,42
"Belén",13,3,2017,44
"Belén",13,3,2018,35
"Belén",13,4,2016,8
"Belén",13,4,2017,13
"Belén",13,4,2018,5
"Belén",14,3,2014,8
"Belén",14,3,2015,17
"Belén",14,4,2014,50
"Belén",14,4,2015,23
"Belén",14,4,2016,75
"Belén",14,4,2017,62
"Belén",14,4,2018,55
"Belén",15,4,2014,66
"Belén",15,4,2015,49
"Belén",15,4,2016,51
"Belén",15,4,2017,41
"Belén",15,4,2018,50
"Belén",16,4,2014,36
"Belén",16,4,2015,61
"Belén",16,4,2016,56
"Belén",16,4,2017,53
"Belén",16,4,2018,52
"Belén",17,4,2014,50
"Belén",17,4,2015,49
"Belén",17,4,2016,49
"Belén",17,4,2017,60
"Belén",17,4,2018,49
"Belén",17,5,2016,7
"Belén",18,4,2014,23
"Belén",18,4,2015,38
"Belén",18,4,2018,8
"Belén",18,5,2014,30
"Belén",18,5,2015,13
"Belén",18,5,2016,50
"Belén",18,5,2017,43
"Belén",18,5,2018,45
"Belén",19,5,2014,48
"Belén",19,5,2015,73
"Belén",19,5,2016,55
"Belén",19,5,2017,57
"Belén",19,5,2018,56
"Belén",20,5,2014,57
"Belén",20,5,2015,48
"Belén",20,5,2016,63
"Belén",20,5,2017,51
"Belén",20,5,2018,46
"Belén",21,5,2014,47
"Belén",21,5,2015,45
"Belén",21,5,2016,56
"Belén",21,5,2017,62
"Belén",21,5,2018,53
"Belén",22,5,2014,44
"Belén",22,5,2015,47
"Belén",22,5,2016,6
"Belén",22,5,2017,19
"Belén",22,5,2018,27
"Belén",22,6,2014,4
"Belén",22,6,2016,43
"Belén",22,6,2017,32
"Belén",22,6,2018,14
"Belén",23,6,2014,50
"Belén",23,6,2015,45
"Belén",23,6,2016,52
"Belén",23,6,2017,67
"Belén",23,6,2018,54
"Belén",24,6,2014,59
"Belén",24,6,2015,45
"Belén",24,6,2016,70
"Belén",24,6,2017,58
"Belén",24,6,2018,54
"Belén",25,6,2014,63
"Belén",25,6,2015,40
"Belén",25,6,2016,65
"Belén",25,6,2017,59
"Belén",25,6,2018,55
"Belén",26,6,2014,41
"Belén",26,6,2015,40
"Belén",26,6,2016,32
"Belén",26,6,2017,35
"Belén",26,6,2018,34
"Belén",26,7,2016,21
"Belén",26,7,2017,12
"Belén",26,7,2018,5
"Belén",27,6,2014,4
"Belén",27,6,2015,11
"Belén",27,7,2014,36
"Belén",27,7,2015,32
"Belén",27,7,2016,53
"Belén",27,7,2017,45
"Belén",27,7,2018,46
"Belén",28,7,2014,57
"Belén",28,7,2015,67
"Belén",28,7,2016,68
"Belén",28,7,2017,62
"Belén",28,7,2018,52
"Belén",29,7,2014,49
"Belén",29,7,2015,60
"Belén",29,7,2016,56
"Belén",29,7,2017,73
"Belén",29,7,2018,57
"Belén",30,7,2014,45
"Belén",30,7,2015,37
"Belén",30,7,2016,70
"Belén",30,7,2017,57
"Belén",30,7,2018,52
"Belén",31,7,2014,44
"Belén",31,7,2015,36
"Belén",31,7,2017,16
"Belén",31,7,2018,16
"Belén",31,8,2014,18
"Belén",31,8,2015,19
"Belén",31,8,2016,80
"Belén",31,8,2017,51
"Belén",31,8,2018,44
"Belén",32,8,2014,41
"Belén",32,8,2015,57
"Belén",32,8,2016,61
"Belén",32,8,2017,59
"Belén",32,8,2018,46
"Belén",33,8,2014,49
"Belén",33,8,2015,50
"Belén",33,8,2016,61
"Belén",33,8,2017,54
"Belén",33,8,2018,62
"Belén",34,8,2014,50
"Belén",34,8,2015,59
"Belén",34,8,2016,70
"Belén",34,8,2017,51
"Belén",34,8,2018,50
"Belén",35,8,2014,46
"Belén",35,8,2015,70
"Belén",35,8,2016,17
"Belén",35,8,2017,43
"Belén",35,8,2018,34
"Belén",35,9,2016,35
"Belén",35,9,2017,30
"Belén",35,9,2018,7
"Belén",36,8,2015,9
"Belén",36,9,2014,57
"Belén",36,9,2015,40
"Belén",36,9,2016,58
"Belén",36,9,2017,83
"Belén",36,9,2018,59
"Belén",37,9,2014,60
"Belén",37,9,2015,69
"Belén",37,9,2016,61
"Belén",37,9,2017,67
"Belén",37,9,2018,76
"Belén",38,9,2014,55
"Belén",38,9,2015,70
"Belén",38,9,2016,61
"Belén",38,9,2017,55
"Belén",38,9,2018,49
"Belén",39,9,2014,39
"Belén",39,9,2015,50
"Belén",39,9,2016,43
"Belén",39,9,2017,51
"Belén",39,9,2018,44
"Belén",39,10,2016,17
"Belén",39,10,2017,8
"Belén",40,9,2014,20
"Belén",40,9,2015,22
"Belén",40,10,2014,28
"Belén",40,10,2015,37
"Belén",40,10,2016,77
"Belén",40,10,2017,54
"Belén",40,10,2018,47
"Belén",41,10,2014,42
"Belén",41,10,2015,43
"Belén",41,10,2016,73
"Belén",41,10,2017,51
"Belén",41,10,2018,47
"Belén",42,10,2014,56
"Belén",42,10,2015,48
"Belén",42,10,2016,71
"Belén",42,10,2017,47
"Belén",42,10,2018,34
"Belén",43,10,2014,58
"Belén",43,10,2015,58
"Belén",43,10,2016,55
"Belén",43,10,2017,62
"Belén",43,10,2018,38
"Belén",44,10,2014,35
"Belén",44,10,2015,40
"Belén",44,10,2016,5
"Belén",44,10,2017,13
"Belén",44,10,2018,35
"Belén",44,11,2014,10
"Belén",44,11,2015,1
"Belén",44,11,2016,52
"Belén",44,11,2017,35
"Belén",44,11,2018,38
"Belén",45,11,2014,42
"Belén",45,11,2015,44
"Belén",45,11,2016,47
"Belén",45,11,2017,60
"Belén",45,11,2018,35
"Belén",46,11,2014,56
"Belén",46,11,2015,53
"Belén",46,11,2016,42
"Belén",46,11,2017,57
"Belén",46,11,2018,70
"Belén",47,11,2014,42
"Belén",47,11,2015,65
"Belén",47,11,2016,58
"Belén",47,11,2017,52
"Belén",47,11,2018,53
"Belén",48,11,2014,41
"Belén",48,11,2015,52
"Belén",48,11,2016,23
"Belén",48,11,2017,40
"Belén",48,11,2018,34
"Belén",48,12,2016,41
"Belén",48,12,2017,35
"Belén",48,12,2018,8
"Belén",49,11,2015,11
"Belén",49,12,2014,39
"Belén",49,12,2015,56
"Belén",49,12,2016,50
"Belén",49,12,2017,43
"Belén",49,12,2018,68
"Belén",50,12,2014,49
"Belén",50,12,2015,58
"Belén",50,12,2016,59
"Belén",50,12,2017,62
"Belén",50,12,2018,46
"Belén",51,12,2014,53
"Belén",51,12,2015,58
"Belén",51,12,2016,62
"Belén",51,12,2017,37
"Belén",51,12,2018,63
"Belén",52,1,2017,1
"Belén",52,12,2014,51
"Belén",52,12,2015,47
"Belén",52,12,2016,33
"Belén",52,12,2017,39
"Belén",52,12,2018,54
"Belén",53,1,2016,16
"Belén",53,12,2015,23
"Buenos Aires",1,1,2014,12
"Buenos Aires",1,1,2015,8
"Buenos Aires",1,1,2016,24
"Buenos Aires",1,1,2017,17
"Buenos Aires",1,1,2018,16
"Buenos Aires",1,12,2014,9
"Buenos Aires",1,12,2018,5
"Buenos Aires",2,1,2014,16
"Buenos Aires",2,1,2015,20
"Buenos Aires",2,1,2016,35
"Buenos Aires",2,1,2017,28
"Buenos Aires",2,1,2018,18
"Buenos Aires",3,1,2014,26
"Buenos Aires",3,1,2015,31
"Buenos Aires",3,1,2016,37
"Buenos Aires",3,1,2017,24
"Buenos Aires",3,1,2018,33
"Buenos Aires",4,1,2014,34
"Buenos Aires",4,1,2015,23
"Buenos Aires",4,1,2016,38
"Buenos Aires",4,1,2017,27
"Buenos Aires",4,1,2018,24
"Buenos Aires",5,1,2014,15
"Buenos Aires",5,1,2015,25
"Buenos Aires",5,1,2017,13
"Buenos Aires",5,1,2018,10
"Buenos Aires",5,2,2014,7
"Buenos Aires",5,2,2015,5
"Buenos Aires",5,2,2016,28
"Buenos Aires",5,2,2017,20
"Buenos Aires",5,2,2018,20
"Buenos Aires",6,2,2014,31
"Buenos Aires",6,2,2015,31
"Buenos Aires",6,2,2016,21
"Buenos Aires",6,2,2017,30
"Buenos Aires",6,2,2018,25
"Buenos Aires",7,2,2014,36
"Buenos Aires",7,2,2015,36
"Buenos Aires",7,2,2016,37
"Buenos Aires",7,2,2017,27
"Buenos Aires",7,2,2018,39
"Buenos Aires",8,2,2014,20
"Buenos Aires",8,2,2015,32
"Buenos Aires",8,2,2016,31
"Buenos Aires",8,2,2017,33
"Buenos Aires",8,2,2018,20
"Buenos Aires",9,2,2014,25
"Buenos Aires",9,2,2015,25
"Buenos Aires",9,2,2016,6
"Buenos Aires",9,2,2017,8
"Buenos Aires",9,2,2018,12
"Buenos Aires",9,3,2014,12
"Buenos Aires",9,3,2015,5
"Buenos Aires",9,3,2016,32
"Buenos Aires",9,3,2017,25
"Buenos Aires",9,3,2018,20
"Buenos Aires",10,3,2014,27
"Buenos Aires",10,3,2015,33
"Buenos Aires",10,3,2016,28
"Buenos Aires",10,3,2017,34
"Buenos Aires",10,3,2018,35
"Buenos Aires",11,3,2014,27
"Buenos Aires",11,3,2015,24
"Buenos Aires",11,3,2016,38
"Buenos Aires",11,3,2017,28
"Buenos Aires",11,3,2018,31
"Buenos Aires",12,3,2014,39
"Buenos Aires",12,3,2015,42
"Buenos Aires",12,3,2016,26
"Buenos Aires",12,3,2017,27
"Buenos Aires",12,3,2018,25
"Buenos Aires",13,3,2014,39
"Buenos Aires",13,3,2015,28
"Buenos Aires",13,3,2016,15
"Buenos Aires",13,3,2017,24
"Buenos Aires",13,3,2018,29
"Buenos Aires",13,4,2016,12
"Buenos Aires",13,4,2017,2
"Buenos Aires",13,4,2018,5
"Buenos Aires",14,3,2014,1
"Buenos Aires",14,3,2015,7
"Buenos Aires",14,4,2014,15
"Buenos Aires",14,4,2015,21
"Buenos Aires",14,4,2016,31
"Buenos Aires",14,4,2017,34
"Buenos Aires",14,4,2018,36
"Buenos Aires",15,4,2014,34
"Buenos Aires",15,4,2015,41
"Buenos Aires",15,4,2016,34
"Buenos Aires",15,4,2017,31
"Buenos Aires",15,4,2018,28
"Buenos Aires",16,4,2014,21
"Buenos Aires",16,4,2015,24
"Buenos Aires",16,4,2016,32
"Buenos Aires",16,4,2017,37
"Buenos Aires",16,4,2018,30
"Buenos Aires",17,4,2014,18
"Buenos Aires",17,4,2015,30
"Buenos Aires",17,4,2016,28
"Buenos Aires",17,4,2017,29
"Buenos Aires",17,4,2018,26
"Buenos Aires",17,5,2016,6
"Buenos Aires",18,4,2014,10
"Buenos Aires",18,4,2015,17
"Buenos Aires",18,4,2018,2
"Buenos Aires",18,5,2014,16
"Buenos Aires",18,5,2015,16
"Buenos Aires",18,5,2016,34
"Buenos Aires",18,5,2017,34
"Buenos Aires",18,5,2018,22
"Buenos Aires",19,5,2014,24
"Buenos Aires",19,5,2015,25
"Buenos Aires",19,5,2016,37
"Buenos Aires",19,5,2017,35
"Buenos Aires",19,5,2018,33
"Buenos Aires",20,5,2014,28
"Buenos Aires",20,5,2015,35
"Buenos Aires",20,5,2016,22
"Buenos Aires",20,5,2017,26
"Buenos Aires",20,5,2018,30
"Buenos Aires",21,5,2014,36
"Buenos Aires",21,5,2015,38
"Buenos Aires",21,5,2016,24
"Buenos Aires",21,5,2017,40
"Buenos Aires",21,5,2018,40
"Buenos Aires",22,5,2014,35
"Buenos Aires",22,5,2015,21
"Buenos Aires",22,5,2016,4
"Buenos Aires",22,5,2017,12
"Buenos Aires",22,5,2018,17
"Buenos Aires",22,6,2014,13
"Buenos Aires",22,6,2016,20
"Buenos Aires",22,6,2017,16
"Buenos Aires",22,6,2018,16
"Buenos Aires",23,6,2014,35
"Buenos Aires",23,6,2015,34
"Buenos Aires",23,6,2016,32
"Buenos Aires",23,6,2017,34
"Buenos Aires",23,6,2018,43
"Buenos Aires",24,6,2014,37
"Buenos Aires",24,6,2015,23
"Buenos Aires",24,6,2016,22
"Buenos Aires",24,6,2017,37
"Buenos Aires",24,6,2018,27
"Buenos Aires",25,6,2014,32
"Buenos Aires",25,6,2015,32
"Buenos Aires",25,6,2016,44
"Buenos Aires",25,6,2017,25
"Buenos Aires",25,6,2018,24
"Buenos Aires",26,6,2014,26
"Buenos Aires",26,6,2015,21
"Buenos Aires",26,6,2016,8
"Buenos Aires",26,6,2017,23
"Buenos Aires",26,6,2018,24
"Buenos Aires",26,7,2016,12
"Buenos Aires",26,7,2017,10
"Buenos Aires",26,7,2018,5
"Buenos Aires",27,6,2014,3
"Buenos Aires",27,6,2015,9
"Buenos Aires",27,7,2014,36
"Buenos Aires",27,7,2015,16
"Buenos Aires",27,7,2016,26
"Buenos Aires",27,7,2017,27
"Buenos Aires",27,7,2018,23
"Buenos Aires",28,7,2014,21
"Buenos Aires",28,7,2015,29
"Buenos Aires",28,7,2016,26
"Buenos Aires",28,7,2017,30
"Buenos Aires",28,7,2018,25
"Buenos Aires",29,7,2014,35
"Buenos Aires",29,7,2015,27
"Buenos Aires",29,7,2016,41
"Buenos Aires",29,7,2017,26
"Buenos Aires",29,7,2018,26
"Buenos Aires",30,7,2014,36
"Buenos Aires",30,7,2015,42
"Buenos Aires",30,7,2016,36
"Buenos Aires",30,7,2017,38
"Buenos Aires",30,7,2018,22
"Buenos Aires",31,7,2014,18
"Buenos Aires",31,7,2015,12
"Buenos Aires",31,7,2017,5
"Buenos Aires",31,7,2018,4
"Buenos Aires",31,8,2014,13
"Buenos Aires",31,8,2015,9
"Buenos Aires",31,8,2016,42
"Buenos Aires",31,8,2017,23
"Buenos Aires",31,8,2018,19
"Buenos Aires",32,8,2014,35
"Buenos Aires",32,8,2015,32
"Buenos Aires",32,8,2016,33
"Buenos Aires",32,8,2017,25
"Buenos Aires",32,8,2018,24
"Buenos Aires",33,8,2014,43
"Buenos Aires",33,8,2015,35
"Buenos Aires",33,8,2016,30
"Buenos Aires",33,8,2017,26
"Buenos Aires",33,8,2018,31
"Buenos Aires",34,8,2014,25
"Buenos Aires",34,8,2015,35
"Buenos Aires",34,8,2016,37
"Buenos Aires",34,8,2017,26
"Buenos Aires",34,8,2018,27
"Buenos Aires",35,8,2014,31
"Buenos Aires",35,8,2015,48
"Buenos Aires",35,8,2016,10
"Buenos Aires",35,8,2017,23
"Buenos Aires",35,8,2018,19
"Buenos Aires",35,9,2016,15
"Buenos Aires",35,9,2017,15
"Buenos Aires",35,9,2018,9
"Buenos Aires",36,8,2015,6
"Buenos Aires",36,9,2014,28
"Buenos Aires",36,9,2015,25
"Buenos Aires",36,9,2016,49
"Buenos Aires",36,9,2017,38
"Buenos Aires",36,9,2018,24
"Buenos Aires",37,9,2014,37
"Buenos Aires",37,9,2015,29
"Buenos Aires",37,9,2016,34
"Buenos Aires",37,9,2017,24
"Buenos Aires",37,9,2018,26
"Buenos Aires",38,9,2014,30
"Buenos Aires",38,9,2015,34
"Buenos Aires",38,9,2016,34
"Buenos Aires",38,9,2017,34
"Buenos Aires",38,9,2018,38
"Buenos Aires",39,9,2014,21
"Buenos Aires",39,9,2015,26
"Buenos Aires",39,9,2016,19
"Buenos Aires",39,9,2017,34
"Buenos Aires",39,9,2018,36
"Buenos Aires",39,10,2016,14
"Buenos Aires",39,10,2017,1
"Buenos Aires",40,9,2014,8
"Buenos Aires",40,9,2015,8
"Buenos Aires",40,10,2014,19
