"COMUNA","FECHA","PERIODO","MES","DIA","DIA_NOMBRE","total","DIA_NUM"
"Doce de Octubre","2015-09-27T00:00:00.000Z",2015,9,27,"DOMINGO  ",2,7
"Doce de Octubre","2015-09-28T00:00:00.000Z",2015,9,28,"LUNES    ",3,1
"Doce de Octubre","2015-09-29T00:00:00.000Z",2015,9,29,"MARTES   ",4,2
"Doce de Octubre","2015-09-30T00:00:00.000Z",2015,9,30,"MIÉRCOLES",2,3
"Doce de Octubre","2015-10-01T00:00:00.000Z",2015,10,1,"JUEVES   ",4,4
"Doce de Octubre","2015-10-02T00:00:00.000Z",2015,10,2,"VIERNES  ",1,5
"Doce de Octubre","2015-10-03T00:00:00.000Z",2015,10,3,"SÁBADO   ",1,6
"Doce de Octubre","2015-10-04T00:00:00.000Z",2015,10,4,"DOMINGO  ",2,7
"Doce de Octubre","2015-10-05T00:00:00.000Z",2015,10,5,"LUNES    ",5,1
"Doce de Octubre","2015-10-06T00:00:00.000Z",2015,10,6,"MARTES   ",2,2
"Doce de Octubre","2015-10-07T00:00:00.000Z",2015,10,7,"MIÉRCOLES",3,3
"Doce de Octubre","2015-10-08T00:00:00.000Z",2015,10,8,"JUEVES   ",4,4
"Doce de Octubre","2015-10-09T00:00:00.000Z",2015,10,9,"VIERNES  ",3,5
"Doce de Octubre","2015-10-10T00:00:00.000Z",2015,10,10,"SÁBADO   ",4,6
"Doce de Octubre","2015-10-11T00:00:00.000Z",2015,10,11,"DOMINGO  ",5,7
"Doce de Octubre","2015-10-12T00:00:00.000Z",2015,10,12,"LUNES    ",3,1
"Doce de Octubre","2015-10-13T00:00:00.000Z",2015,10,13,"MARTES   ",6,2
"Doce de Octubre","2015-10-14T00:00:00.000Z",2015,10,14,"MIÉRCOLES",7,3
"Doce de Octubre","2015-10-15T00:00:00.000Z",2015,10,15,"JUEVES   ",4,4
"Doce de Octubre","2015-10-16T00:00:00.000Z",2015,10,16,"VIERNES  ",1,5
"Doce de Octubre","2015-10-17T00:00:00.000Z",2015,10,17,"SÁBADO   ",3,6
"Doce de Octubre","2015-10-19T00:00:00.000Z",2015,10,19,"LUNES    ",1,1
"Doce de Octubre","2015-10-20T00:00:00.000Z",2015,10,20,"MARTES   ",1,2
"Doce de Octubre","2015-10-21T00:00:00.000Z",2015,10,21,"MIÉRCOLES",4,3
"Doce de Octubre","2015-10-22T00:00:00.000Z",2015,10,22,"JUEVES   ",5,4
"Doce de Octubre","2015-10-23T00:00:00.000Z",2015,10,23,"VIERNES  ",2,5
"Doce de Octubre","2015-10-24T00:00:00.000Z",2015,10,24,"SÁBADO   ",2,6
"Doce de Octubre","2015-10-25T00:00:00.000Z",2015,10,25,"DOMINGO  ",1,7
"Doce de Octubre","2015-10-26T00:00:00.000Z",2015,10,26,"LUNES    ",2,1
"Doce de Octubre","2015-10-27T00:00:00.000Z",2015,10,27,"MARTES   ",6,2
"Doce de Octubre","2015-10-28T00:00:00.000Z",2015,10,28,"MIÉRCOLES",2,3
"Doce de Octubre","2015-10-29T00:00:00.000Z",2015,10,29,"JUEVES   ",2,4
"Doce de Octubre","2015-10-30T00:00:00.000Z",2015,10,30,"VIERNES  ",4,5
"Doce de Octubre","2015-10-31T00:00:00.000Z",2015,10,31,"SÁBADO   ",3,6
"Doce de Octubre","2015-11-01T00:00:00.000Z",2015,11,1,"DOMINGO  ",5,7
"Doce de Octubre","2015-11-02T00:00:00.000Z",2015,11,2,"LUNES    ",1,1
"Doce de Octubre","2015-11-03T00:00:00.000Z",2015,11,3,"MARTES   ",2,2
"Doce de Octubre","2015-11-04T00:00:00.000Z",2015,11,4,"MIÉRCOLES",2,3
"Doce de Octubre","2015-11-05T00:00:00.000Z",2015,11,5,"JUEVES   ",3,4
"Doce de Octubre","2015-11-06T00:00:00.000Z",2015,11,6,"VIERNES  ",1,5
"Doce de Octubre","2015-11-07T00:00:00.000Z",2015,11,7,"SÁBADO   ",2,6
"Doce de Octubre","2015-11-08T00:00:00.000Z",2015,11,8,"DOMINGO  ",3,7
"Doce de Octubre","2015-11-09T00:00:00.000Z",2015,11,9,"LUNES    ",4,1
"Doce de Octubre","2015-11-10T00:00:00.000Z",2015,11,10,"MARTES   ",8,2
"Doce de Octubre","2015-11-11T00:00:00.000Z",2015,11,11,"MIÉRCOLES",3,3
"Doce de Octubre","2015-11-12T00:00:00.000Z",2015,11,12,"JUEVES   ",4,4
"Doce de Octubre","2015-11-13T00:00:00.000Z",2015,11,13,"VIERNES  ",1,5
"Doce de Octubre","2015-11-14T00:00:00.000Z",2015,11,14,"SÁBADO   ",6,6
"Doce de Octubre","2015-11-16T00:00:00.000Z",2015,11,16,"LUNES    ",2,1
"Doce de Octubre","2015-11-17T00:00:00.000Z",2015,11,17,"MARTES   ",4,2
"Doce de Octubre","2015-11-18T00:00:00.000Z",2015,11,18,"MIÉRCOLES",5,3
"Doce de Octubre","2015-11-19T00:00:00.000Z",2015,11,19,"JUEVES   ",5,4
"Doce de Octubre","2015-11-20T00:00:00.000Z",2015,11,20,"VIERNES  ",2,5
"Doce de Octubre","2015-11-21T00:00:00.000Z",2015,11,21,"SÁBADO   ",1,6
"Doce de Octubre","2015-11-22T00:00:00.000Z",2015,11,22,"DOMINGO  ",3,7
"Doce de Octubre","2015-11-23T00:00:00.000Z",2015,11,23,"LUNES    ",4,1
"Doce de Octubre","2015-11-24T00:00:00.000Z",2015,11,24,"MARTES   ",1,2
"Doce de Octubre","2015-11-25T00:00:00.000Z",2015,11,25,"MIÉRCOLES",2,3
"Doce de Octubre","2015-11-26T00:00:00.000Z",2015,11,26,"JUEVES   ",2,4
"Doce de Octubre","2015-11-27T00:00:00.000Z",2015,11,27,"VIERNES  ",2,5
"Doce de Octubre","2015-11-28T00:00:00.000Z",2015,11,28,"SÁBADO   ",4,6
"Doce de Octubre","2015-11-29T00:00:00.000Z",2015,11,29,"DOMINGO  ",2,7
"Doce de Octubre","2015-11-30T00:00:00.000Z",2015,11,30,"LUNES    ",6,1
"Doce de Octubre","2015-12-01T00:00:00.000Z",2015,12,1,"MARTES   ",5,2
"Doce de Octubre","2015-12-02T00:00:00.000Z",2015,12,2,"MIÉRCOLES",4,3
"Doce de Octubre","2015-12-03T00:00:00.000Z",2015,12,3,"JUEVES   ",1,4
"Doce de Octubre","2015-12-04T00:00:00.000Z",2015,12,4,"VIERNES  ",1,5
"Doce de Octubre","2015-12-05T00:00:00.000Z",2015,12,5,"SÁBADO   ",2,6
"Doce de Octubre","2015-12-06T00:00:00.000Z",2015,12,6,"DOMINGO  ",1,7
"Doce de Octubre","2015-12-07T00:00:00.000Z",2015,12,7,"LUNES    ",3,1
"Doce de Octubre","2015-12-08T00:00:00.000Z",2015,12,8,"MARTES   ",2,2
"Doce de Octubre","2015-12-10T00:00:00.000Z",2015,12,10,"JUEVES   ",3,4
"Doce de Octubre","2015-12-11T00:00:00.000Z",2015,12,11,"VIERNES  ",2,5
"Doce de Octubre","2015-12-12T00:00:00.000Z",2015,12,12,"SÁBADO   ",4,6
"Doce de Octubre","2015-12-13T00:00:00.000Z",2015,12,13,"DOMINGO  ",6,7
"Doce de Octubre","2015-12-14T00:00:00.000Z",2015,12,14,"LUNES    ",4,1
"Doce de Octubre","2015-12-15T00:00:00.000Z",2015,12,15,"MARTES   ",2,2
"Doce de Octubre","2015-12-16T00:00:00.000Z",2015,12,16,"MIÉRCOLES",3,3
"Doce de Octubre","2015-12-17T00:00:00.000Z",2015,12,17,"JUEVES   ",1,4
"Doce de Octubre","2015-12-18T00:00:00.000Z",2015,12,18,"VIERNES  ",5,5
"Doce de Octubre","2015-12-19T00:00:00.000Z",2015,12,19,"SÁBADO   ",1,6
"Doce de Octubre","2015-12-20T00:00:00.000Z",2015,12,20,"DOMINGO  ",5,7
"Doce de Octubre","2015-12-21T00:00:00.000Z",2015,12,21,"LUNES    ",4,1
"Doce de Octubre","2015-12-22T00:00:00.000Z",2015,12,22,"MARTES   ",2,2
"Doce de Octubre","2015-12-23T00:00:00.000Z",2015,12,23,"MIÉRCOLES",3,3
"Doce de Octubre","2015-12-24T00:00:00.000Z",2015,12,24,"JUEVES   ",2,4
"Doce de Octubre","2015-12-25T00:00:00.000Z",2015,12,25,"VIERNES  ",3,5
"Doce de Octubre","2015-12-26T00:00:00.000Z",2015,12,26,"SÁBADO   ",4,6
"Doce de Octubre","2015-12-27T00:00:00.000Z",2015,12,27,"DOMINGO  ",1,7
"Doce de Octubre","2015-12-28T00:00:00.000Z",2015,12,28,"LUNES    ",2,1
"Doce de Octubre","2015-12-29T00:00:00.000Z",2015,12,29,"MARTES   ",3,2
"Doce de Octubre","2015-12-30T00:00:00.000Z",2015,12,30,"MIÉRCOLES",5,3
"Doce de Octubre","2015-12-31T00:00:00.000Z",2015,12,31,"JUEVES   ",4,4
"Doce de Octubre","2016-01-01T00:00:00.000Z",2016,1,1,"VIERNES  ",6,5
"Doce de Octubre","2016-01-02T00:00:00.000Z",2016,1,2,"SÁBADO   ",1,6
"Doce de Octubre","2016-01-03T00:00:00.000Z",2016,1,3,"DOMINGO  ",1,7
"Doce de Octubre","2016-01-04T00:00:00.000Z",2016,1,4,"LUNES    ",1,1
"Doce de Octubre","2016-01-05T00:00:00.000Z",2016,1,5,"MARTES   ",2,2
"Doce de Octubre","2016-01-06T00:00:00.000Z",2016,1,6,"MIÉRCOLES",2,3
"Doce de Octubre","2016-01-07T00:00:00.000Z",2016,1,7,"JUEVES   ",1,4
"Doce de Octubre","2016-01-08T00:00:00.000Z",2016,1,8,"VIERNES  ",1,5
"Doce de Octubre","2016-01-09T00:00:00.000Z",2016,1,9,"SÁBADO   ",2,6
"Doce de Octubre","2016-01-10T00:00:00.000Z",2016,1,10,"DOMINGO  ",1,7
"Doce de Octubre","2016-01-11T00:00:00.000Z",2016,1,11,"LUNES    ",3,1
"Doce de Octubre","2016-01-12T00:00:00.000Z",2016,1,12,"MARTES   ",4,2
"Doce de Octubre","2016-01-13T00:00:00.000Z",2016,1,13,"MIÉRCOLES",2,3
"Doce de Octubre","2016-01-14T00:00:00.000Z",2016,1,14,"JUEVES   ",2,4
"Doce de Octubre","2016-01-15T00:00:00.000Z",2016,1,15,"VIERNES  ",2,5
"Doce de Octubre","2016-01-16T00:00:00.000Z",2016,1,16,"SÁBADO   ",2,6
"Doce de Octubre","2016-01-17T00:00:00.000Z",2016,1,17,"DOMINGO  ",2,7
"Doce de Octubre","2016-01-18T00:00:00.000Z",2016,1,18,"LUNES    ",4,1
"Doce de Octubre","2016-01-19T00:00:00.000Z",2016,1,19,"MARTES   ",3,2
"Doce de Octubre","2016-01-20T00:00:00.000Z",2016,1,20,"MIÉRCOLES",2,3
"Doce de Octubre","2016-01-21T00:00:00.000Z",2016,1,21,"JUEVES   ",2,4
"Doce de Octubre","2016-01-22T00:00:00.000Z",2016,1,22,"VIERNES  ",2,5
"Doce de Octubre","2016-01-23T00:00:00.000Z",2016,1,23,"SÁBADO   ",3,6
"Doce de Octubre","2016-01-24T00:00:00.000Z",2016,1,24,"DOMINGO  ",2,7
"Doce de Octubre","2016-01-25T00:00:00.000Z",2016,1,25,"LUNES    ",3,1
"Doce de Octubre","2016-01-27T00:00:00.000Z",2016,1,27,"MIÉRCOLES",3,3
"Doce de Octubre","2016-01-28T00:00:00.000Z",2016,1,28,"JUEVES   ",5,4
"Doce de Octubre","2016-01-29T00:00:00.000Z",2016,1,29,"VIERNES  ",5,5
"Doce de Octubre","2016-01-30T00:00:00.000Z",2016,1,30,"SÁBADO   ",6,6
"Doce de Octubre","2016-01-31T00:00:00.000Z",2016,1,31,"DOMINGO  ",5,7
"Doce de Octubre","2016-02-01T00:00:00.000Z",2016,2,1,"LUNES    ",2,1
"Doce de Octubre","2016-02-02T00:00:00.000Z",2016,2,2,"MARTES   ",4,2
"Doce de Octubre","2016-02-03T00:00:00.000Z",2016,2,3,"MIÉRCOLES",5,3
"Doce de Octubre","2016-02-04T00:00:00.000Z",2016,2,4,"JUEVES   ",3,4
"Doce de Octubre","2016-02-05T00:00:00.000Z",2016,2,5,"VIERNES  ",2,5
"Doce de Octubre","2016-02-06T00:00:00.000Z",2016,2,6,"SÁBADO   ",5,6
"Doce de Octubre","2016-02-07T00:00:00.000Z",2016,2,7,"DOMINGO  ",3,7
"Doce de Octubre","2016-02-08T00:00:00.000Z",2016,2,8,"LUNES    ",3,1
"Doce de Octubre","2016-02-09T00:00:00.000Z",2016,2,9,"MARTES   ",1,2
"Doce de Octubre","2016-02-10T00:00:00.000Z",2016,2,10,"MIÉRCOLES",3,3
"Doce de Octubre","2016-02-11T00:00:00.000Z",2016,2,11,"JUEVES   ",4,4
"Doce de Octubre","2016-02-12T00:00:00.000Z",2016,2,12,"VIERNES  ",1,5
"Doce de Octubre","2016-02-13T00:00:00.000Z",2016,2,13,"SÁBADO   ",1,6
"Doce de Octubre","2016-02-14T00:00:00.000Z",2016,2,14,"DOMINGO  ",2,7
"Doce de Octubre","2016-02-16T00:00:00.000Z",2016,2,16,"MARTES   ",1,2
"Doce de Octubre","2016-02-17T00:00:00.000Z",2016,2,17,"MIÉRCOLES",6,3
"Doce de Octubre","2016-02-18T00:00:00.000Z",2016,2,18,"JUEVES   ",2,4
"Doce de Octubre","2016-02-19T00:00:00.000Z",2016,2,19,"VIERNES  ",6,5
"Doce de Octubre","2016-02-20T00:00:00.000Z",2016,2,20,"SÁBADO   ",3,6
"Doce de Octubre","2016-02-21T00:00:00.000Z",2016,2,21,"DOMINGO  ",1,7
"Doce de Octubre","2016-02-22T00:00:00.000Z",2016,2,22,"LUNES    ",1,1
"Doce de Octubre","2016-02-23T00:00:00.000Z",2016,2,23,"MARTES   ",1,2
"Doce de Octubre","2016-02-24T00:00:00.000Z",2016,2,24,"MIÉRCOLES",2,3
"Doce de Octubre","2016-02-25T00:00:00.000Z",2016,2,25,"JUEVES   ",3,4
"Doce de Octubre","2016-02-26T00:00:00.000Z",2016,2,26,"VIERNES  ",3,5
"Doce de Octubre","2016-02-27T00:00:00.000Z",2016,2,27,"SÁBADO   ",3,6
"Doce de Octubre","2016-02-28T00:00:00.000Z",2016,2,28,"DOMINGO  ",4,7
"Doce de Octubre","2016-02-29T00:00:00.000Z",2016,2,29,"LUNES    ",1,1
"Doce de Octubre","2016-03-01T00:00:00.000Z",2016,3,1,"MARTES   ",1,2
"Doce de Octubre","2016-03-02T00:00:00.000Z",2016,3,2,"MIÉRCOLES",2,3
"Doce de Octubre","2016-03-03T00:00:00.000Z",2016,3,3,"JUEVES   ",2,4
"Doce de Octubre","2016-03-04T00:00:00.000Z",2016,3,4,"VIERNES  ",3,5
"Doce de Octubre","2016-03-05T00:00:00.000Z",2016,3,5,"SÁBADO   ",10,6
"Doce de Octubre","2016-03-06T00:00:00.000Z",2016,3,6,"DOMINGO  ",3,7
"Doce de Octubre","2016-03-07T00:00:00.000Z",2016,3,7,"LUNES    ",8,1
"Doce de Octubre","2016-03-08T00:00:00.000Z",2016,3,8,"MARTES   ",3,2
"Doce de Octubre","2016-03-09T00:00:00.000Z",2016,3,9,"MIÉRCOLES",4,3
"Doce de Octubre","2016-03-10T00:00:00.000Z",2016,3,10,"JUEVES   ",3,4
"Doce de Octubre","2016-03-11T00:00:00.000Z",2016,3,11,"VIERNES  ",3,5
"Doce de Octubre","2016-03-12T00:00:00.000Z",2016,3,12,"SÁBADO   ",4,6
"Doce de Octubre","2016-03-13T00:00:00.000Z",2016,3,13,"DOMINGO  ",3,7
"Doce de Octubre","2016-03-14T00:00:00.000Z",2016,3,14,"LUNES    ",3,1
"Doce de Octubre","2016-03-15T00:00:00.000Z",2016,3,15,"MARTES   ",3,2
"Doce de Octubre","2016-03-16T00:00:00.000Z",2016,3,16,"MIÉRCOLES",2,3
"Doce de Octubre","2016-03-17T00:00:00.000Z",2016,3,17,"JUEVES   ",3,4
"Doce de Octubre","2016-03-18T00:00:00.000Z",2016,3,18,"VIERNES  ",1,5
"Doce de Octubre","2016-03-19T00:00:00.000Z",2016,3,19,"SÁBADO   ",1,6
"Doce de Octubre","2016-03-20T00:00:00.000Z",2016,3,20,"DOMINGO  ",3,7
"Doce de Octubre","2016-03-21T00:00:00.000Z",2016,3,21,"LUNES    ",3,1
"Doce de Octubre","2016-03-22T00:00:00.000Z",2016,3,22,"MARTES   ",4,2
"Doce de Octubre","2016-03-23T00:00:00.000Z",2016,3,23,"MIÉRCOLES",2,3
"Doce de Octubre","2016-03-24T00:00:00.000Z",2016,3,24,"JUEVES   ",5,4
"Doce de Octubre","2016-03-25T00:00:00.000Z",2016,3,25,"VIERNES  ",1,5
"Doce de Octubre","2016-03-26T00:00:00.000Z",2016,3,26,"SÁBADO   ",2,6
"Doce de Octubre","2016-03-27T00:00:00.000Z",2016,3,27,"DOMINGO  ",2,7
"Doce de Octubre","2016-03-28T00:00:00.000Z",2016,3,28,"LUNES    ",3,1
"Doce de Octubre","2016-03-29T00:00:00.000Z",2016,3,29,"MARTES   ",3,2
"Doce de Octubre","2016-03-30T00:00:00.000Z",2016,3,30,"MIÉRCOLES",1,3
"Doce de Octubre","2016-03-31T00:00:00.000Z",2016,3,31,"JUEVES   ",7,4
"Doce de Octubre","2016-04-01T00:00:00.000Z",2016,4,1,"VIERNES  ",3,5
"Doce de Octubre","2016-04-02T00:00:00.000Z",2016,4,2,"SÁBADO   ",5,6
"Doce de Octubre","2016-04-03T00:00:00.000Z",2016,4,3,"DOMINGO  ",2,7
"Doce de Octubre","2016-04-04T00:00:00.000Z",2016,4,4,"LUNES    ",2,1
"Doce de Octubre","2016-04-05T00:00:00.000Z",2016,4,5,"MARTES   ",4,2
"Doce de Octubre","2016-04-06T00:00:00.000Z",2016,4,6,"MIÉRCOLES",5,3
"Doce de Octubre","2016-04-07T00:00:00.000Z",2016,4,7,"JUEVES   ",4,4
"Doce de Octubre","2016-04-08T00:00:00.000Z",2016,4,8,"VIERNES  ",4,5
"Doce de Octubre","2016-04-09T00:00:00.000Z",2016,4,9,"SÁBADO   ",4,6
"Doce de Octubre","2016-04-10T00:00:00.000Z",2016,4,10,"DOMINGO  ",4,7
"Doce de Octubre","2016-04-11T00:00:00.000Z",2016,4,11,"LUNES    ",5,1
"Doce de Octubre","2016-04-12T00:00:00.000Z",2016,4,12,"MARTES   ",2,2
"Doce de Octubre","2016-04-13T00:00:00.000Z",2016,4,13,"MIÉRCOLES",3,3
"Doce de Octubre","2016-04-14T00:00:00.000Z",2016,4,14,"JUEVES   ",7,4
"Doce de Octubre","2016-04-15T00:00:00.000Z",2016,4,15,"VIERNES  ",3,5
"Doce de Octubre","2016-04-16T00:00:00.000Z",2016,4,16,"SÁBADO   ",7,6
"Doce de Octubre","2016-04-17T00:00:00.000Z",2016,4,17,"DOMINGO  ",4,7
"Doce de Octubre","2016-04-18T00:00:00.000Z",2016,4,18,"LUNES    ",3,1
"Doce de Octubre","2016-04-19T00:00:00.000Z",2016,4,19,"MARTES   ",3,2
"Doce de Octubre","2016-04-20T00:00:00.000Z",2016,4,20,"MIÉRCOLES",5,3
"Doce de Octubre","2016-04-21T00:00:00.000Z",2016,4,21,"JUEVES   ",3,4
"Doce de Octubre","2016-04-23T00:00:00.000Z",2016,4,23,"SÁBADO   ",4,6
"Doce de Octubre","2016-04-24T00:00:00.000Z",2016,4,24,"DOMINGO  ",6,7
"Doce de Octubre","2016-04-25T00:00:00.000Z",2016,4,25,"LUNES    ",1,1
"Doce de Octubre","2016-04-26T00:00:00.000Z",2016,4,26,"MARTES   ",4,2
"Doce de Octubre","2016-04-27T00:00:00.000Z",2016,4,27,"MIÉRCOLES",7,3
"Doce de Octubre","2016-04-28T00:00:00.000Z",2016,4,28,"JUEVES   ",3,4
"Doce de Octubre","2016-04-29T00:00:00.000Z",2016,4,29,"VIERNES  ",4,5
"Doce de Octubre","2016-04-30T00:00:00.000Z",2016,4,30,"SÁBADO   ",4,6
"Doce de Octubre","2016-05-01T00:00:00.000Z",2016,5,1,"DOMINGO  ",3,7
"Doce de Octubre","2016-05-02T00:00:00.000Z",2016,5,2,"LUNES    ",2,1
"Doce de Octubre","2016-05-03T00:00:00.000Z",2016,5,3,"MARTES   ",2,2
"Doce de Octubre","2016-05-04T00:00:00.000Z",2016,5,4,"MIÉRCOLES",4,3
"Doce de Octubre","2016-05-05T00:00:00.000Z",2016,5,5,"JUEVES   ",3,4
"Doce de Octubre","2016-05-06T00:00:00.000Z",2016,5,6,"VIERNES  ",7,5
"Doce de Octubre","2016-05-07T00:00:00.000Z",2016,5,7,"SÁBADO   ",5,6
"Doce de Octubre","2016-05-08T00:00:00.000Z",2016,5,8,"DOMINGO  ",4,7
"Doce de Octubre","2016-05-09T00:00:00.000Z",2016,5,9,"LUNES    ",4,1
"Doce de Octubre","2016-05-10T00:00:00.000Z",2016,5,10,"MARTES   ",1,2
"Doce de Octubre","2016-05-11T00:00:00.000Z",2016,5,11,"MIÉRCOLES",2,3
"Doce de Octubre","2016-05-12T00:00:00.000Z",2016,5,12,"JUEVES   ",4,4
"Doce de Octubre","2016-05-13T00:00:00.000Z",2016,5,13,"VIERNES  ",3,5
"Doce de Octubre","2016-05-14T00:00:00.000Z",2016,5,14,"SÁBADO   ",2,6
"Doce de Octubre","2016-05-15T00:00:00.000Z",2016,5,15,"DOMINGO  ",4,7
"Doce de Octubre","2016-05-16T00:00:00.000Z",2016,5,16,"LUNES    ",7,1
"Doce de Octubre","2016-05-17T00:00:00.000Z",2016,5,17,"MARTES   ",3,2
"Doce de Octubre","2016-05-18T00:00:00.000Z",2016,5,18,"MIÉRCOLES",2,3
"Doce de Octubre","2016-05-19T00:00:00.000Z",2016,5,19,"JUEVES   ",7,4
"Doce de Octubre","2016-05-20T00:00:00.000Z",2016,5,20,"VIERNES  ",1,5
"Doce de Octubre","2016-05-21T00:00:00.000Z",2016,5,21,"SÁBADO   ",4,6
"Doce de Octubre","2016-05-22T00:00:00.000Z",2016,5,22,"DOMINGO  ",1,7
"Doce de Octubre","2016-05-24T00:00:00.000Z",2016,5,24,"MARTES   ",3,2
"Doce de Octubre","2016-05-25T00:00:00.000Z",2016,5,25,"MIÉRCOLES",3,3
"Doce de Octubre","2016-05-26T00:00:00.000Z",2016,5,26,"JUEVES   ",6,4
"Doce de Octubre","2016-05-27T00:00:00.000Z",2016,5,27,"VIERNES  ",2,5
"Doce de Octubre","2016-05-28T00:00:00.000Z",2016,5,28,"SÁBADO   ",3,6
"Doce de Octubre","2016-05-29T00:00:00.000Z",2016,5,29,"DOMINGO  ",4,7
"Doce de Octubre","2016-05-30T00:00:00.000Z",2016,5,30,"LUNES    ",3,1
"Doce de Octubre","2016-05-31T00:00:00.000Z",2016,5,31,"MARTES   ",2,2
"Doce de Octubre","2016-06-01T00:00:00.000Z",2016,6,1,"MIÉRCOLES",2,3
"Doce de Octubre","2016-06-02T00:00:00.000Z",2016,6,2,"JUEVES   ",1,4
"Doce de Octubre","2016-06-03T00:00:00.000Z",2016,6,3,"VIERNES  ",4,5
"Doce de Octubre","2016-06-04T00:00:00.000Z",2016,6,4,"SÁBADO   ",2,6
"Doce de Octubre","2016-06-05T00:00:00.000Z",2016,6,5,"DOMINGO  ",5,7
"Doce de Octubre","2016-06-06T00:00:00.000Z",2016,6,6,"LUNES    ",7,1
"Doce de Octubre","2016-06-07T00:00:00.000Z",2016,6,7,"MARTES   ",3,2
"Doce de Octubre","2016-06-09T00:00:00.000Z",2016,6,9,"JUEVES   ",2,4
"Doce de Octubre","2016-06-10T00:00:00.000Z",2016,6,10,"VIERNES  ",2,5
"Doce de Octubre","2016-06-11T00:00:00.000Z",2016,6,11,"SÁBADO   ",4,6
"Doce de Octubre","2016-06-12T00:00:00.000Z",2016,6,12,"DOMINGO  ",6,7
"Doce de Octubre","2016-06-13T00:00:00.000Z",2016,6,13,"LUNES    ",2,1
"Doce de Octubre","2016-06-14T00:00:00.000Z",2016,6,14,"MARTES   ",1,2
"Doce de Octubre","2016-06-15T00:00:00.000Z",2016,6,15,"MIÉRCOLES",4,3
"Doce de Octubre","2016-06-16T00:00:00.000Z",2016,6,16,"JUEVES   ",3,4
"Doce de Octubre","2016-06-17T00:00:00.000Z",2016,6,17,"VIERNES  ",3,5
"Doce de Octubre","2016-06-18T00:00:00.000Z",2016,6,18,"SÁBADO   ",3,6
"Doce de Octubre","2016-06-19T00:00:00.000Z",2016,6,19,"DOMINGO  ",5,7
"Doce de Octubre","2016-06-20T00:00:00.000Z",2016,6,20,"LUNES    ",2,1
"Doce de Octubre","2016-06-21T00:00:00.000Z",2016,6,21,"MARTES   ",4,2
"Doce de Octubre","2016-06-22T00:00:00.000Z",2016,6,22,"MIÉRCOLES",4,3
"Doce de Octubre","2016-06-24T00:00:00.000Z",2016,6,24,"VIERNES  ",3,5
"Doce de Octubre","2016-06-25T00:00:00.000Z",2016,6,25,"SÁBADO   ",2,6
"Doce de Octubre","2016-06-26T00:00:00.000Z",2016,6,26,"DOMINGO  ",3,7
"Doce de Octubre","2016-06-27T00:00:00.000Z",2016,6,27,"LUNES    ",7,1
"Doce de Octubre","2016-06-28T00:00:00.000Z",2016,6,28,"MARTES   ",3,2
"Doce de Octubre","2016-07-01T00:00:00.000Z",2016,7,1,"VIERNES  ",3,5
"Doce de Octubre","2016-07-02T00:00:00.000Z",2016,7,2,"SÁBADO   ",4,6
"Doce de Octubre","2016-07-03T00:00:00.000Z",2016,7,3,"DOMINGO  ",4,7
"Doce de Octubre","2016-07-04T00:00:00.000Z",2016,7,4,"LUNES    ",2,1
"Doce de Octubre","2016-07-05T00:00:00.000Z",2016,7,5,"MARTES   ",3,2
"Doce de Octubre","2016-07-06T00:00:00.000Z",2016,7,6,"MIÉRCOLES",3,3
"Doce de Octubre","2016-07-07T00:00:00.000Z",2016,7,7,"JUEVES   ",1,4
"Doce de Octubre","2016-07-08T00:00:00.000Z",2016,7,8,"VIERNES  ",2,5
"Doce de Octubre","2016-07-09T00:00:00.000Z",2016,7,9,"SÁBADO   ",9,6
"Doce de Octubre","2016-07-10T00:00:00.000Z",2016,7,10,"DOMINGO  ",5,7
"Doce de Octubre","2016-07-11T00:00:00.000Z",2016,7,11,"LUNES    ",5,1
"Doce de Octubre","2016-07-12T00:00:00.000Z",2016,7,12,"MARTES   ",4,2
"Doce de Octubre","2016-07-14T00:00:00.000Z",2016,7,14,"JUEVES   ",5,4
"Doce de Octubre","2016-07-15T00:00:00.000Z",2016,7,15,"VIERNES  ",4,5
"Doce de Octubre","2016-07-16T00:00:00.000Z",2016,7,16,"SÁBADO   ",1,6
"Doce de Octubre","2016-07-17T00:00:00.000Z",2016,7,17,"DOMINGO  ",6,7
"Doce de Octubre","2016-07-18T00:00:00.000Z",2016,7,18,"LUNES    ",4,1
"Doce de Octubre","2016-07-19T00:00:00.000Z",2016,7,19,"MARTES   ",4,2
"Doce de Octubre","2016-07-20T00:00:00.000Z",2016,7,20,"MIÉRCOLES",4,3
"Doce de Octubre","2016-07-21T00:00:00.000Z",2016,7,21,"JUEVES   ",3,4
"Doce de Octubre","2016-07-22T00:00:00.000Z",2016,7,22,"VIERNES  ",2,5
"Doce de Octubre","2016-07-23T00:00:00.000Z",2016,7,23,"SÁBADO   ",4,6
"Doce de Octubre","2016-07-24T00:00:00.000Z",2016,7,24,"DOMINGO  ",3,7
"Doce de Octubre","2016-07-25T00:00:00.000Z",2016,7,25,"LUNES    ",3,1
"Doce de Octubre","2016-07-26T00:00:00.000Z",2016,7,26,"MARTES   ",7,2
"Doce de Octubre","2016-07-27T00:00:00.000Z",2016,7,27,"MIÉRCOLES",4,3
"Doce de Octubre","2016-07-28T00:00:00.000Z",2016,7,28,"JUEVES   ",3,4
"Doce de Octubre","2016-07-29T00:00:00.000Z",2016,7,29,"VIERNES  ",4,5
