"","COMUNA","FECHA","PERIODO","MES","DIA","DIA_NOMBRE","total","DIA_NUM","pasted","especial"
"8834","Doce de Octubre","2018-06-20T00:00:00.000Z",2018,6,20,"MIÉRCOLES",2,3,"20/6/2018",0
"8835","Doce de Octubre","2018-06-21T00:00:00.000Z",2018,6,21,"JUEVES   ",2,4,"21/6/2018",0
"8836","Doce de Octubre","2018-06-22T00:00:00.000Z",2018,6,22,"VIERNES  ",2,5,"22/6/2018",0
"8837","Doce de Octubre","2018-06-23T00:00:00.000Z",2018,6,23,"SÁBADO   ",7,6,"23/6/2018",0
"8838","Doce de Octubre","2018-06-24T00:00:00.000Z",2018,6,24,"DOMINGO  ",1,7,"24/6/2018",0
"8839","Doce de Octubre","2018-06-25T00:00:00.000Z",2018,6,25,"LUNES    ",5,1,"25/6/2018",0
"8840","Doce de Octubre","2018-06-26T00:00:00.000Z",2018,6,26,"MARTES   ",4,2,"26/6/2018",0
"8841","Doce de Octubre","2018-06-27T00:00:00.000Z",2018,6,27,"MIÉRCOLES",4,3,"27/6/2018",0
"8842","Doce de Octubre","2018-06-28T00:00:00.000Z",2018,6,28,"JUEVES   ",3,4,"28/6/2018",0
"8843","Doce de Octubre","2018-06-29T00:00:00.000Z",2018,6,29,"VIERNES  ",2,5,"29/6/2018",0
"8844","Doce de Octubre","2018-06-30T00:00:00.000Z",2018,6,30,"SÁBADO   ",4,6,"30/6/2018",0
"8845","Doce de Octubre","2018-07-01T00:00:00.000Z",2018,7,1,"DOMINGO  ",2,7,"1/7/2018",0
"8846","Doce de Octubre","2018-07-02T00:00:00.000Z",2018,7,2,"LUNES    ",2,1,"2/7/2018",1
"8847","Doce de Octubre","2018-07-03T00:00:00.000Z",2018,7,3,"MARTES   ",4,2,"3/7/2018",0
"8848","Doce de Octubre","2018-07-04T00:00:00.000Z",2018,7,4,"MIÉRCOLES",3,3,"4/7/2018",0
"8849","Doce de Octubre","2018-07-05T00:00:00.000Z",2018,7,5,"JUEVES   ",2,4,"5/7/2018",0
"8850","Doce de Octubre","2018-07-06T00:00:00.000Z",2018,7,6,"VIERNES  ",5,5,"6/7/2018",0
"8851","Doce de Octubre","2018-07-07T00:00:00.000Z",2018,7,7,"SÁBADO   ",7,6,"7/7/2018",0
"8852","Doce de Octubre","2018-07-08T00:00:00.000Z",2018,7,8,"DOMINGO  ",4,7,"8/7/2018",0
"8853","Doce de Octubre","2018-07-09T00:00:00.000Z",2018,7,9,"LUNES    ",2,1,"9/7/2018",0
"8854","Doce de Octubre","2018-07-10T00:00:00.000Z",2018,7,10,"MARTES   ",4,2,"10/7/2018",0
"8855","Doce de Octubre","2018-07-11T00:00:00.000Z",2018,7,11,"MIÉRCOLES",2,3,"11/7/2018",0
"8856","Doce de Octubre","2018-07-12T00:00:00.000Z",2018,7,12,"JUEVES   ",2,4,"12/7/2018",0
"8857","Doce de Octubre","2018-07-13T00:00:00.000Z",2018,7,13,"VIERNES  ",1,5,"13/7/2018",0
"8858","Doce de Octubre","2018-07-14T00:00:00.000Z",2018,7,14,"SÁBADO   ",5,6,"14/7/2018",0
"8859","Doce de Octubre","2018-07-15T00:00:00.000Z",2018,7,15,"DOMINGO  ",4,7,"15/7/2018",0
"8860","Doce de Octubre","2018-07-16T00:00:00.000Z",2018,7,16,"LUNES    ",3,1,"16/7/2018",0
"8861","Doce de Octubre","2018-07-17T00:00:00.000Z",2018,7,17,"MARTES   ",6,2,"17/7/2018",0
"8862","Doce de Octubre","2018-07-18T00:00:00.000Z",2018,7,18,"MIÉRCOLES",2,3,"18/7/2018",0
"8863","Doce de Octubre","2018-07-19T00:00:00.000Z",2018,7,19,"JUEVES   ",1,4,"19/7/2018",0
"8864","Doce de Octubre","2018-07-20T00:00:00.000Z",2018,7,20,"VIERNES  ",3,5,"20/7/2018",1
"8865","Doce de Octubre","2018-07-21T00:00:00.000Z",2018,7,21,"SÁBADO   ",5,6,"21/7/2018",0
"8866","Doce de Octubre","2018-07-22T00:00:00.000Z",2018,7,22,"DOMINGO  ",1,7,"22/7/2018",0
"8867","Doce de Octubre","2018-07-23T00:00:00.000Z",2018,7,23,"LUNES    ",3,1,"23/7/2018",0
"8868","Doce de Octubre","2018-07-24T00:00:00.000Z",2018,7,24,"MARTES   ",5,2,"24/7/2018",0
"8869","Doce de Octubre","2018-07-25T00:00:00.000Z",2018,7,25,"MIÉRCOLES",4,3,"25/7/2018",0
"8870","Doce de Octubre","2018-07-26T00:00:00.000Z",2018,7,26,"JUEVES   ",4,4,"26/7/2018",0
"8871","Doce de Octubre","2018-07-27T00:00:00.000Z",2018,7,27,"VIERNES  ",4,5,"27/7/2018",0
"8872","Doce de Octubre","2018-07-28T00:00:00.000Z",2018,7,28,"SÁBADO   ",2,6,"28/7/2018",0
"8873","Doce de Octubre","2018-07-29T00:00:00.000Z",2018,7,29,"DOMINGO  ",1,7,"29/7/2018",0
"8874","Doce de Octubre","2018-07-30T00:00:00.000Z",2018,7,30,"LUNES    ",3,1,"30/7/2018",0
"8875","Doce de Octubre","2018-07-31T00:00:00.000Z",2018,7,31,"MARTES   ",2,2,"31/7/2018",0
"8876","Doce de Octubre","2018-08-01T00:00:00.000Z",2018,8,1,"MIÉRCOLES",5,3,"1/8/2018",0
"8877","Doce de Octubre","2018-08-02T00:00:00.000Z",2018,8,2,"JUEVES   ",2,4,"2/8/2018",0
"8878","Doce de Octubre","2018-08-03T00:00:00.000Z",2018,8,3,"VIERNES  ",2,5,"3/8/2018",0
"8879","Doce de Octubre","2018-08-04T00:00:00.000Z",2018,8,4,"SÁBADO   ",3,6,"4/8/2018",0
"8880","Doce de Octubre","2018-08-05T00:00:00.000Z",2018,8,5,"DOMINGO  ",3,7,"5/8/2018",0
"8881","Doce de Octubre","2018-08-06T00:00:00.000Z",2018,8,6,"LUNES    ",5,1,"6/8/2018",0
"8882","Doce de Octubre","2018-08-07T00:00:00.000Z",2018,8,7,"MARTES   ",4,2,"7/8/2018",1
"8883","Doce de Octubre","2018-08-08T00:00:00.000Z",2018,8,8,"MIÉRCOLES",5,3,"8/8/2018",0
"8884","Doce de Octubre","2018-08-09T00:00:00.000Z",2018,8,9,"JUEVES   ",3,4,"9/8/2018",0
"8885","Doce de Octubre","2018-08-10T00:00:00.000Z",2018,8,10,"VIERNES  ",4,5,"10/8/2018",0
"8886","Doce de Octubre","2018-08-11T00:00:00.000Z",2018,8,11,"SÁBADO   ",3,6,"11/8/2018",0
"8887","Doce de Octubre","2018-08-12T00:00:00.000Z",2018,8,12,"DOMINGO  ",4,7,"12/8/2018",0
"8888","Doce de Octubre","2018-08-13T00:00:00.000Z",2018,8,13,"LUNES    ",3,1,"13/8/2018",0
"8889","Doce de Octubre","2018-08-14T00:00:00.000Z",2018,8,14,"MARTES   ",1,2,"14/8/2018",0
"8890","Doce de Octubre","2018-08-15T00:00:00.000Z",2018,8,15,"MIÉRCOLES",4,3,"15/8/2018",0
"8891","Doce de Octubre","2018-08-16T00:00:00.000Z",2018,8,16,"JUEVES   ",2,4,"16/8/2018",0
"8892","Doce de Octubre","2018-08-17T00:00:00.000Z",2018,8,17,"VIERNES  ",3,5,"17/8/2018",0
"8893","Doce de Octubre","2018-08-18T00:00:00.000Z",2018,8,18,"SÁBADO   ",8,6,"18/8/2018",0
"8894","Doce de Octubre","2018-08-19T00:00:00.000Z",2018,8,19,"DOMINGO  ",3,7,"19/8/2018",0
"8895","Doce de Octubre","2018-08-20T00:00:00.000Z",2018,8,20,"LUNES    ",1,1,"20/8/2018",1
"8896","Doce de Octubre","2018-08-21T00:00:00.000Z",2018,8,21,"MARTES   ",5,2,"21/8/2018",0
"8897","Doce de Octubre","2018-08-23T00:00:00.000Z",2018,8,23,"JUEVES   ",2,4,"23/8/2018",0
"8898","Doce de Octubre","2018-08-24T00:00:00.000Z",2018,8,24,"VIERNES  ",9,5,"24/8/2018",0
"8899","Doce de Octubre","2018-08-25T00:00:00.000Z",2018,8,25,"SÁBADO   ",3,6,"25/8/2018",0
"8900","Doce de Octubre","2018-08-26T00:00:00.000Z",2018,8,26,"DOMINGO  ",2,7,"26/8/2018",0
"8901","Doce de Octubre","2018-08-27T00:00:00.000Z",2018,8,27,"LUNES    ",7,1,"27/8/2018",0
"8902","Doce de Octubre","2018-08-28T00:00:00.000Z",2018,8,28,"MARTES   ",5,2,"28/8/2018",0
"8903","Doce de Octubre","2018-08-29T00:00:00.000Z",2018,8,29,"MIÉRCOLES",2,3,"29/8/2018",0
"8904","Doce de Octubre","2018-08-30T00:00:00.000Z",2018,8,30,"JUEVES   ",2,4,"30/8/2018",0
"8905","Doce de Octubre","2018-08-31T00:00:00.000Z",2018,8,31,"VIERNES  ",6,5,"31/8/2018",0
"8906","Doce de Octubre","2018-09-01T00:00:00.000Z",2018,9,1,"SÁBADO   ",7,6,"1/9/2018",0
"8907","Doce de Octubre","2018-09-02T00:00:00.000Z",2018,9,2,"DOMINGO  ",2,7,"2/9/2018",0
"8908","Doce de Octubre","2018-09-03T00:00:00.000Z",2018,9,3,"LUNES    ",1,1,"3/9/2018",0
"8909","Doce de Octubre","2018-09-04T00:00:00.000Z",2018,9,4,"MARTES   ",4,2,"4/9/2018",0
"8910","Doce de Octubre","2018-09-05T00:00:00.000Z",2018,9,5,"MIÉRCOLES",2,3,"5/9/2018",0
"8911","Doce de Octubre","2018-09-06T00:00:00.000Z",2018,9,6,"JUEVES   ",5,4,"6/9/2018",0
"8912","Doce de Octubre","2018-09-07T00:00:00.000Z",2018,9,7,"VIERNES  ",10,5,"7/9/2018",0
"8913","Doce de Octubre","2018-09-08T00:00:00.000Z",2018,9,8,"SÁBADO   ",2,6,"8/9/2018",0
"8914","Doce de Octubre","2018-09-09T00:00:00.000Z",2018,9,9,"DOMINGO  ",6,7,"9/9/2018",0
"8915","Doce de Octubre","2018-09-10T00:00:00.000Z",2018,9,10,"LUNES    ",2,1,"10/9/2018",0
"8916","Doce de Octubre","2018-09-11T00:00:00.000Z",2018,9,11,"MARTES   ",4,2,"11/9/2018",0
"8917","Doce de Octubre","2018-09-12T00:00:00.000Z",2018,9,12,"MIÉRCOLES",3,3,"12/9/2018",0
"8918","Doce de Octubre","2018-09-14T00:00:00.000Z",2018,9,14,"VIERNES  ",5,5,"14/9/2018",0
"8919","Doce de Octubre","2018-09-15T00:00:00.000Z",2018,9,15,"SÁBADO   ",2,6,"15/9/2018",0
"8920","Doce de Octubre","2018-09-16T00:00:00.000Z",2018,9,16,"DOMINGO  ",4,7,"16/9/2018",0
"8921","Doce de Octubre","2018-09-17T00:00:00.000Z",2018,9,17,"LUNES    ",3,1,"17/9/2018",0
"8922","Doce de Octubre","2018-09-18T00:00:00.000Z",2018,9,18,"MARTES   ",2,2,"18/9/2018",0
"8923","Doce de Octubre","2018-09-19T00:00:00.000Z",2018,9,19,"MIÉRCOLES",1,3,"19/9/2018",0
"8924","Doce de Octubre","2018-09-20T00:00:00.000Z",2018,9,20,"JUEVES   ",2,4,"20/9/2018",0
"8925","Doce de Octubre","2018-09-21T00:00:00.000Z",2018,9,21,"VIERNES  ",6,5,"21/9/2018",0
"8926","Doce de Octubre","2018-09-22T00:00:00.000Z",2018,9,22,"SÁBADO   ",2,6,"22/9/2018",0
"8927","Doce de Octubre","2018-09-23T00:00:00.000Z",2018,9,23,"DOMINGO  ",2,7,"23/9/2018",0
"8928","Doce de Octubre","2018-09-24T00:00:00.000Z",2018,9,24,"LUNES    ",3,1,"24/9/2018",0
"8929","Doce de Octubre","2018-09-25T00:00:00.000Z",2018,9,25,"MARTES   ",3,2,"25/9/2018",0
"8930","Doce de Octubre","2018-09-26T00:00:00.000Z",2018,9,26,"MIÉRCOLES",2,3,"26/9/2018",0
"8931","Doce de Octubre","2018-09-27T00:00:00.000Z",2018,9,27,"JUEVES   ",5,4,"27/9/2018",0
"8932","Doce de Octubre","2018-09-28T00:00:00.000Z",2018,9,28,"VIERNES  ",5,5,"28/9/2018",0
"8933","Doce de Octubre","2018-09-29T00:00:00.000Z",2018,9,29,"SÁBADO   ",5,6,"29/9/2018",0
"8934","Doce de Octubre","2018-09-30T00:00:00.000Z",2018,9,30,"DOMINGO  ",2,7,"30/9/2018",0
"8935","Doce de Octubre","2018-10-02T00:00:00.000Z",2018,10,2,"MARTES   ",2,2,"2/10/2018",0
"8936","Doce de Octubre","2018-10-03T00:00:00.000Z",2018,10,3,"MIÉRCOLES",3,3,"3/10/2018",0
"8937","Doce de Octubre","2018-10-04T00:00:00.000Z",2018,10,4,"JUEVES   ",5,4,"4/10/2018",0
"8938","Doce de Octubre","2018-10-05T00:00:00.000Z",2018,10,5,"VIERNES  ",5,5,"5/10/2018",0
"8939","Doce de Octubre","2018-10-06T00:00:00.000Z",2018,10,6,"SÁBADO   ",4,6,"6/10/2018",0
"8940","Doce de Octubre","2018-10-07T00:00:00.000Z",2018,10,7,"DOMINGO  ",4,7,"7/10/2018",0
"8941","Doce de Octubre","2018-10-08T00:00:00.000Z",2018,10,8,"LUNES    ",4,1,"8/10/2018",0
"8942","Doce de Octubre","2018-10-09T00:00:00.000Z",2018,10,9,"MARTES   ",2,2,"9/10/2018",0
"8943","Doce de Octubre","2018-10-11T00:00:00.000Z",2018,10,11,"JUEVES   ",2,4,"11/10/2018",0
"8944","Doce de Octubre","2018-10-12T00:00:00.000Z",2018,10,12,"VIERNES  ",1,5,"12/10/2018",0
"8945","Doce de Octubre","2018-10-13T00:00:00.000Z",2018,10,13,"SÁBADO   ",2,6,"13/10/2018",0
"8946","Doce de Octubre","2018-10-15T00:00:00.000Z",2018,10,15,"LUNES    ",1,1,"15/10/2018",1
"8947","Doce de Octubre","2018-10-16T00:00:00.000Z",2018,10,16,"MARTES   ",4,2,"16/10/2018",0
"8948","Doce de Octubre","2018-10-17T00:00:00.000Z",2018,10,17,"MIÉRCOLES",2,3,"17/10/2018",0
"8949","Doce de Octubre","2018-10-18T00:00:00.000Z",2018,10,18,"JUEVES   ",3,4,"18/10/2018",0
"8950","Doce de Octubre","2018-10-19T00:00:00.000Z",2018,10,19,"VIERNES  ",2,5,"19/10/2018",0
"8951","Doce de Octubre","2018-10-20T00:00:00.000Z",2018,10,20,"SÁBADO   ",1,6,"20/10/2018",0
"8952","Doce de Octubre","2018-10-21T00:00:00.000Z",2018,10,21,"DOMINGO  ",4,7,"21/10/2018",0
"8953","Doce de Octubre","2018-10-22T00:00:00.000Z",2018,10,22,"LUNES    ",4,1,"22/10/2018",0
"8954","Doce de Octubre","2018-10-23T00:00:00.000Z",2018,10,23,"MARTES   ",2,2,"23/10/2018",0
"8955","Doce de Octubre","2018-10-24T00:00:00.000Z",2018,10,24,"MIÉRCOLES",2,3,"24/10/2018",0
"8956","Doce de Octubre","2018-10-25T00:00:00.000Z",2018,10,25,"JUEVES   ",1,4,"25/10/2018",0
"8957","Doce de Octubre","2018-10-26T00:00:00.000Z",2018,10,26,"VIERNES  ",4,5,"26/10/2018",0
"8958","Doce de Octubre","2018-10-27T00:00:00.000Z",2018,10,27,"SÁBADO   ",4,6,"27/10/2018",0
"8959","Doce de Octubre","2018-10-28T00:00:00.000Z",2018,10,28,"DOMINGO  ",3,7,"28/10/2018",0
"8960","Doce de Octubre","2018-10-29T00:00:00.000Z",2018,10,29,"LUNES    ",2,1,"29/10/2018",0
"8961","Doce de Octubre","2018-10-30T00:00:00.000Z",2018,10,30,"MARTES   ",4,2,"30/10/2018",0
"8962","Doce de Octubre","2018-10-31T00:00:00.000Z",2018,10,31,"MIÉRCOLES",3,3,"31/10/2018",0
"8963","Doce de Octubre","2018-11-01T00:00:00.000Z",2018,11,1,"JUEVES   ",2,4,"1/11/2018",0
"8964","Doce de Octubre","2018-11-02T00:00:00.000Z",2018,11,2,"VIERNES  ",2,5,"2/11/2018",0
"8965","Doce de Octubre","2018-11-03T00:00:00.000Z",2018,11,3,"SÁBADO   ",7,6,"3/11/2018",0
"8966","Doce de Octubre","2018-11-04T00:00:00.000Z",2018,11,4,"DOMINGO  ",1,7,"4/11/2018",0
"8967","Doce de Octubre","2018-11-05T00:00:00.000Z",2018,11,5,"LUNES    ",4,1,"5/11/2018",1
"8968","Doce de Octubre","2018-11-06T00:00:00.000Z",2018,11,6,"MARTES   ",5,2,"6/11/2018",0
"8969","Doce de Octubre","2018-11-07T00:00:00.000Z",2018,11,7,"MIÉRCOLES",3,3,"7/11/2018",0
"8970","Doce de Octubre","2018-11-08T00:00:00.000Z",2018,11,8,"JUEVES   ",1,4,"8/11/2018",0
"8971","Doce de Octubre","2018-11-09T00:00:00.000Z",2018,11,9,"VIERNES  ",4,5,"9/11/2018",0
"8972","Doce de Octubre","2018-11-10T00:00:00.000Z",2018,11,10,"SÁBADO   ",6,6,"10/11/2018",0
"8973","Doce de Octubre","2018-11-11T00:00:00.000Z",2018,11,11,"DOMINGO  ",2,7,"11/11/2018",0
"8974","Doce de Octubre","2018-11-13T00:00:00.000Z",2018,11,13,"MARTES   ",1,2,"13/11/2018",0
"8975","Doce de Octubre","2018-11-14T00:00:00.000Z",2018,11,14,"MIÉRCOLES",3,3,"14/11/2018",0
"8976","Doce de Octubre","2018-11-15T00:00:00.000Z",2018,11,15,"JUEVES   ",2,4,"15/11/2018",0
"8977","Doce de Octubre","2018-11-16T00:00:00.000Z",2018,11,16,"VIERNES  ",1,5,"16/11/2018",0
"8978","Doce de Octubre","2018-11-17T00:00:00.000Z",2018,11,17,"SÁBADO   ",1,6,"17/11/2018",0
"8979","Doce de Octubre","2018-11-18T00:00:00.000Z",2018,11,18,"DOMINGO  ",2,7,"18/11/2018",0
"8980","Doce de Octubre","2018-11-19T00:00:00.000Z",2018,11,19,"LUNES    ",4,1,"19/11/2018",0
"8981","Doce de Octubre","2018-11-20T00:00:00.000Z",2018,11,20,"MARTES   ",2,2,"20/11/2018",0
"8982","Doce de Octubre","2018-11-21T00:00:00.000Z",2018,11,21,"MIÉRCOLES",1,3,"21/11/2018",0
"8983","Doce de Octubre","2018-11-22T00:00:00.000Z",2018,11,22,"JUEVES   ",2,4,"22/11/2018",0
"8984","Doce de Octubre","2018-11-24T00:00:00.000Z",2018,11,24,"SÁBADO   ",2,6,"24/11/2018",0
"8985","Doce de Octubre","2018-11-26T00:00:00.000Z",2018,11,26,"LUNES    ",2,1,"26/11/2018",0
"8986","Doce de Octubre","2018-11-28T00:00:00.000Z",2018,11,28,"MIÉRCOLES",1,3,"28/11/2018",0
"8987","Doce de Octubre","2018-11-29T00:00:00.000Z",2018,11,29,"JUEVES   ",1,4,"29/11/2018",0
"8988","Doce de Octubre","2018-11-30T00:00:00.000Z",2018,11,30,"VIERNES  ",2,5,"30/11/2018",0
"8989","Doce de Octubre","2018-12-01T00:00:00.000Z",2018,12,1,"SÁBADO   ",3,6,"1/12/2018",0
"8990","Doce de Octubre","2018-12-02T00:00:00.000Z",2018,12,2,"DOMINGO  ",6,7,"2/12/2018",0
"8991","Doce de Octubre","2018-12-03T00:00:00.000Z",2018,12,3,"LUNES    ",5,1,"3/12/2018",0
"8992","Doce de Octubre","2018-12-04T00:00:00.000Z",2018,12,4,"MARTES   ",4,2,"4/12/2018",0
"8993","Doce de Octubre","2018-12-05T00:00:00.000Z",2018,12,5,"MIÉRCOLES",2,3,"5/12/2018",0
"8994","Doce de Octubre","2018-12-06T00:00:00.000Z",2018,12,6,"JUEVES   ",3,4,"6/12/2018",0
"8995","Doce de Octubre","2018-12-07T00:00:00.000Z",2018,12,7,"VIERNES  ",1,5,"7/12/2018",0
"8996","Doce de Octubre","2018-12-08T00:00:00.000Z",2018,12,8,"SÁBADO   ",4,6,"8/12/2018",1
"8997","Doce de Octubre","2018-12-09T00:00:00.000Z",2018,12,9,"DOMINGO  ",2,7,"9/12/2018",0
"8998","Doce de Octubre","2018-12-10T00:00:00.000Z",2018,12,10,"LUNES    ",3,1,"10/12/2018",0
"8999","Doce de Octubre","2018-12-11T00:00:00.000Z",2018,12,11,"MARTES   ",3,2,"11/12/2018",0
"9000","Doce de Octubre","2018-12-12T00:00:00.000Z",2018,12,12,"MIÉRCOLES",7,3,"12/12/2018",0
"9001","Doce de Octubre","2018-12-13T00:00:00.000Z",2018,12,13,"JUEVES   ",2,4,"13/12/2018",0
"9002","Doce de Octubre","2018-12-14T00:00:00.000Z",2018,12,14,"VIERNES  ",2,5,"14/12/2018",0
"9003","Doce de Octubre","2018-12-15T00:00:00.000Z",2018,12,15,"SÁBADO   ",1,6,"15/12/2018",0
"9004","Doce de Octubre","2018-12-16T00:00:00.000Z",2018,12,16,"DOMINGO  ",11,7,"16/12/2018",0
"9005","Doce de Octubre","2018-12-17T00:00:00.000Z",2018,12,17,"LUNES    ",3,1,"17/12/2018",0
"9006","Doce de Octubre","2018-12-18T00:00:00.000Z",2018,12,18,"MARTES   ",3,2,"18/12/2018",0
"9007","Doce de Octubre","2018-12-19T00:00:00.000Z",2018,12,19,"MIÉRCOLES",2,3,"19/12/2018",0
"9008","Doce de Octubre","2018-12-20T00:00:00.000Z",2018,12,20,"JUEVES   ",3,4,"20/12/2018",0
"9009","Doce de Octubre","2018-12-21T00:00:00.000Z",2018,12,21,"VIERNES  ",2,5,"21/12/2018",0
"9010","Doce de Octubre","2018-12-22T00:00:00.000Z",2018,12,22,"SÁBADO   ",2,6,"22/12/2018",0
"9011","Doce de Octubre","2018-12-24T00:00:00.000Z",2018,12,24,"LUNES    ",7,1,"24/12/2018",0
"9012","Doce de Octubre","2018-12-25T00:00:00.000Z",2018,12,25,"MARTES   ",5,2,"25/12/2018",1
"9013","Doce de Octubre","2018-12-26T00:00:00.000Z",2018,12,26,"MIÉRCOLES",4,3,"26/12/2018",0
"9014","Doce de Octubre","2018-12-27T00:00:00.000Z",2018,12,27,"JUEVES   ",2,4,"27/12/2018",0
"9015","Doce de Octubre","2018-12-28T00:00:00.000Z",2018,12,28,"VIERNES  ",4,5,"28/12/2018",0
"9016","Doce de Octubre","2018-12-29T00:00:00.000Z",2018,12,29,"SÁBADO   ",2,6,"29/12/2018",0
"9017","Doce de Octubre","2018-12-30T00:00:00.000Z",2018,12,30,"DOMINGO  ",1,7,"30/12/2018",0
"9018","Doce de Octubre","2018-12-31T00:00:00.000Z",2018,12,31,"LUNES    ",5,1,"31/12/2018",1
"9019","El Poblado","2014-01-01T00:00:00.000Z",2014,1,1,"MIÉRCOLES",2,3,"1/1/2014",1
"9020","El Poblado","2014-01-02T00:00:00.000Z",2014,1,2,"JUEVES   ",7,4,"2/1/2014",0
"9021","El Poblado","2014-01-03T00:00:00.000Z",2014,1,3,"VIERNES  ",5,5,"3/1/2014",0
"9022","El Poblado","2014-01-04T00:00:00.000Z",2014,1,4,"SÁBADO   ",5,6,"4/1/2014",0
"9023","El Poblado","2014-01-05T00:00:00.000Z",2014,1,5,"DOMINGO  ",4,7,"5/1/2014",0
"9024","El Poblado","2014-01-06T00:00:00.000Z",2014,1,6,"LUNES    ",2,1,"6/1/2014",0
"9025","El Poblado","2014-01-07T00:00:00.000Z",2014,1,7,"MARTES   ",11,2,"7/1/2014",0
"9026","El Poblado","2014-01-08T00:00:00.000Z",2014,1,8,"MIÉRCOLES",6,3,"8/1/2014",0
"9027","El Poblado","2014-01-09T00:00:00.000Z",2014,1,9,"JUEVES   ",9,4,"9/1/2014",0
"9028","El Poblado","2014-01-10T00:00:00.000Z",2014,1,10,"VIERNES  ",8,5,"10/1/2014",0
"9029","El Poblado","2014-01-11T00:00:00.000Z",2014,1,11,"SÁBADO   ",5,6,"11/1/2014",0
"9030","El Poblado","2014-01-12T00:00:00.000Z",2014,1,12,"DOMINGO  ",4,7,"12/1/2014",0
"9031","El Poblado","2014-01-13T00:00:00.000Z",2014,1,13,"LUNES    ",13,1,"13/1/2014",1
"9032","El Poblado","2014-01-14T00:00:00.000Z",2014,1,14,"MARTES   ",6,2,"14/1/2014",0
"9033","El Poblado","2014-01-15T00:00:00.000Z",2014,1,15,"MIÉRCOLES",15,3,"15/1/2014",0
"9034","El Poblado","2014-01-16T00:00:00.000Z",2014,1,16,"JUEVES   ",14,4,"16/1/2014",0
"9035","El Poblado","2014-01-17T00:00:00.000Z",2014,1,17,"VIERNES  ",8,5,"17/1/2014",0
"9036","El Poblado","2014-01-18T00:00:00.000Z",2014,1,18,"SÁBADO   ",3,6,"18/1/2014",0
"9037","El Poblado","2014-01-19T00:00:00.000Z",2014,1,19,"DOMINGO  ",2,7,"19/1/2014",0
"9038","El Poblado","2014-01-20T00:00:00.000Z",2014,1,20,"LUNES    ",12,1,"20/1/2014",0
"9039","El Poblado","2014-01-21T00:00:00.000Z",2014,1,21,"MARTES   ",11,2,"21/1/2014",0
"9040","El Poblado","2014-01-22T00:00:00.000Z",2014,1,22,"MIÉRCOLES",13,3,"22/1/2014",0
"9041","El Poblado","2014-01-23T00:00:00.000Z",2014,1,23,"JUEVES   ",5,4,"23/1/2014",0
"9042","El Poblado","2014-01-24T00:00:00.000Z",2014,1,24,"VIERNES  ",5,5,"24/1/2014",0
"9043","El Poblado","2014-01-25T00:00:00.000Z",2014,1,25,"SÁBADO   ",8,6,"25/1/2014",0
"9044","El Poblado","2014-01-26T00:00:00.000Z",2014,1,26,"DOMINGO  ",2,7,"26/1/2014",0
"9045","El Poblado","2014-01-27T00:00:00.000Z",2014,1,27,"LUNES    ",13,1,"27/1/2014",0
"9046","El Poblado","2014-01-28T00:00:00.000Z",2014,1,28,"MARTES   ",16,2,"28/1/2014",0
"9047","El Poblado","2014-01-29T00:00:00.000Z",2014,1,29,"MIÉRCOLES",13,3,"29/1/2014",0
"9048","El Poblado","2014-01-30T00:00:00.000Z",2014,1,30,"JUEVES   ",8,4,"30/1/2014",0
"9049","El Poblado","2014-01-31T00:00:00.000Z",2014,1,31,"VIERNES  ",10,5,"31/1/2014",0
"9050","El Poblado","2014-02-01T00:00:00.000Z",2014,2,1,"SÁBADO   ",9,6,"1/2/2014",0
"9051","El Poblado","2014-02-02T00:00:00.000Z",2014,2,2,"DOMINGO  ",5,7,"2/2/2014",0
"9052","El Poblado","2014-02-03T00:00:00.000Z",2014,2,3,"LUNES    ",10,1,"3/2/2014",0
"9053","El Poblado","2014-02-04T00:00:00.000Z",2014,2,4,"MARTES   ",14,2,"4/2/2014",0
"9054","El Poblado","2014-02-05T00:00:00.000Z",2014,2,5,"MIÉRCOLES",15,3,"5/2/2014",0
"9055","El Poblado","2014-02-06T00:00:00.000Z",2014,2,6,"JUEVES   ",13,4,"6/2/2014",0
"9056","El Poblado","2014-02-07T00:00:00.000Z",2014,2,7,"VIERNES  ",8,5,"7/2/2014",0
"9057","El Poblado","2014-02-08T00:00:00.000Z",2014,2,8,"SÁBADO   ",9,6,"8/2/2014",0
"9058","El Poblado","2014-02-09T00:00:00.000Z",2014,2,9,"DOMINGO  ",3,7,"9/2/2014",0
"9059","El Poblado","2014-02-10T00:00:00.000Z",2014,2,10,"LUNES    ",16,1,"10/2/2014",0
"9060","El Poblado","2014-02-11T00:00:00.000Z",2014,2,11,"MARTES   ",13,2,"11/2/2014",0
"9061","El Poblado","2014-02-12T00:00:00.000Z",2014,2,12,"MIÉRCOLES",14,3,"12/2/2014",0
"9062","El Poblado","2014-02-13T00:00:00.000Z",2014,2,13,"JUEVES   ",18,4,"13/2/2014",0
"9063","El Poblado","2014-02-14T00:00:00.000Z",2014,2,14,"VIERNES  ",8,5,"14/2/2014",0
"9064","El Poblado","2014-02-15T00:00:00.000Z",2014,2,15,"SÁBADO   ",6,6,"15/2/2014",0
"9065","El Poblado","2014-02-16T00:00:00.000Z",2014,2,16,"DOMINGO  ",4,7,"16/2/2014",0
"9066","El Poblado","2014-02-17T00:00:00.000Z",2014,2,17,"LUNES    ",15,1,"17/2/2014",0
